,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
5992,001103-00-0937,C09,C07,C05,C02,C03,C06,C15,C01,C13,C11,C14,C10,C04,C08,C16,C12
5993,001103-00-0976,C09,C12,C13,C14,C15,C02,,,,,,,,,,
5994,001103-00-0982,C09,C05,C01,,,,,,,,,,,,,
5995,001103-00-1152,C09,C12,C02,C13,C01,C16,C06,C07,C15,,,,,,,
5996,001103-00-1160,C09,C02,C13,C12,C01,C06,C16,C07,C15,,,,,,,
5997,001103-00-1190,C09,C15,C06,C03,C02,C07,C16,C12,C05,C11,C13,C10,,,,
5998,001103-00-1338,C09,C02,C01,C05,C11,C04,C16,,,,,,,,,
5999,001103-00-1367,C09,C02,C01,C06,C11,,,,,,,,,,,
6000,001103-00-1403,C09,C05,C13,C01,C02,C16,C06,C14,,,,,,,,
6001,001103-00-1446,C09,C01,,,,,,,,,,,,,,
6002,001103-00-1481,C09,C11,C13,C15,C01,C02,C03,C05,C06,,,,,,,
6003,001103-00-1584,C09,C12,C13,C01,C16,C02,,,,,,,,,,
6004,001103-00-1599,C09,C05,,,,,,,,,,,,,,
6005,001101-00-0019,C09,,,,,,,,,,,,,,,
6006,001101-00-0029,C09,C02,C12,,,,,,,,,,,,,
6007,001101-00-0032,C09,C02,C16,C12,,,,,,,,,,,,
6008,001101-00-0039,C09,C12,C14,C16,C03,C05,C06,C07,C08,,,,,,,
6009,001101-00-0058,C09,C11,,,,,,,,,,,,,,
6010,001101-00-0087,C09,C13,,,,,,,,,,,,,,
6011,001101-00-0102,C09,,,,,,,,,,,,,,,
6012,001101-00-0113,C09,C03,C15,C01,C02,C06,C11,C13,C14,C16,C05,C07,C08,C04,C10,C12
6013,001101-00-0117,C09,C05,C04,,,,,,,,,,,,,
6014,001101-00-0118,C09,,,,,,,,,,,,,,,
6015,001101-00-0126,C09,C14,,,,,,,,,,,,,,
6016,001101-00-0138,C09,C10,C12,C14,C13,C15,C01,C02,C03,C04,C05,,,,,
6017,001101-00-0142,C09,C11,C16,C07,C06,C13,,,,,,,,,,
6018,001101-00-0144,C09,C13,C02,,,,,,,,,,,,,
6019,001101-00-0163,C09,,,,,,,,,,,,,,,
6020,001101-00-0174,C09,C03,C11,,,,,,,,,,,,,
6021,001101-00-0184,C09,,,,,,,,,,,,,,,
6022,001101-00-0238,C09,C15,C05,,,,,,,,,,,,,
6023,001101-00-0242,C09,C11,,,,,,,,,,,,,,
6024,001101-00-0244,C09,C02,C05,,,,,,,,,,,,,
6025,001101-00-0248,C09,C11,C13,,,,,,,,,,,,,
6026,001101-00-0282,C09,C11,,,,,,,,,,,,,,
6027,001101-00-0284,C09,C03,C11,C12,C14,C13,C15,C01,C16,C02,C04,C05,C07,C06,C08,C10
6028,001101-00-0292,C09,C10,C02,,,,,,,,,,,,,
6029,001101-00-0324,C09,C03,C15,,,,,,,,,,,,,
6030,001101-00-0329,C09,C14,C02,,,,,,,,,,,,,
6031,001101-00-0336,C09,,,,,,,,,,,,,,,
6032,001101-00-0343,C09,C11,C05,C14,C08,,,,,,,,,,,
6033,001101-00-0344,C09,,,,,,,,,,,,,,,
6034,001101-00-0348,C09,C12,C13,,,,,,,,,,,,,
6035,001101-00-0354,C09,,,,,,,,,,,,,,,
6036,001101-00-0362,C09,,,,,,,,,,,,,,,
6037,001101-00-0404,C09,C03,,,,,,,,,,,,,,
6038,001101-00-0416,C09,,,,,,,,,,,,,,,
6039,001101-00-0432,C09,,,,,,,,,,,,,,,
6040,001101-00-0452,C09,C03,C15,,,,,,,,,,,,,
6041,001101-00-0460,C09,,,,,,,,,,,,,,,
6042,000402-00-0007,C09,C12,C01,C13,C05,C07,,,,,,,,,,
6043,000402-00-0049,C09,C01,C12,C13,,,,,,,,,,,,
6044,000402-00-0057,C09,,,,,,,,,,,,,,,
6045,000402-00-0077,C09,C16,C12,C01,C02,C05,C11,C13,,,,,,,,
6046,000402-00-0105,C09,,,,,,,,,,,,,,,
6047,000402-00-0148,C09,C11,C06,,,,,,,,,,,,,
6048,000402-00-0152,C09,C12,C02,,,,,,,,,,,,,
6049,000402-00-0182,C09,C13,C11,,,,,,,,,,,,,
6050,000402-00-0184,C09,C13,C11,,,,,,,,,,,,,
6051,000402-00-0187,C09,C12,C16,C07,C01,C13,,,,,,,,,,
6052,000402-00-0224,C09,C11,C01,C02,C13,C10,C12,C15,C16,C08,C05,C06,C03,,,
6053,000402-00-0269,C09,C03,,,,,,,,,,,,,,
6054,000402-00-0280,C09,C12,C02,C13,C16,C05,C01,C11,C10,,,,,,,
6055,000402-00-0339,C09,C01,C06,C15,C14,C07,C12,,,,,,,,,
6056,000402-00-0342,C09,C07,C06,C16,C05,C01,C02,C13,C12,,,,,,,
6057,000402-00-0389,C09,C16,C12,C01,C02,C06,C11,C14,C03,C13,C15,C05,C04,C10,C07,C08
6058,000402-00-0411,C09,C02,C08,C06,C01,,,,,,,,,,,
6059,000402-00-0444,C09,C01,C02,,,,,,,,,,,,,
6060,000402-00-0460,C09,C14,,,,,,,,,,,,,,
6061,000402-00-0497,C09,C02,C15,C16,C01,C06,,,,,,,,,,
6062,000402-00-0580,C09,C01,C13,C02,,,,,,,,,,,,
6063,000402-00-0590,C09,C11,C15,C01,C07,,,,,,,,,,,
6064,000402-00-0595,C09,,,,,,,,,,,,,,,
6065,000402-00-0611,C09,C16,C03,C11,C01,C02,,,,,,,,,,
6066,000402-00-0633,C09,C04,C11,C13,,,,,,,,,,,,
6067,000402-00-0676,C09,C14,C10,C08,C05,C01,,,,,,,,,,
6068,000402-00-0719,C09,C02,C04,,,,,,,,,,,,,
6069,000401-00-0116,C09,C01,C13,C02,C05,,,,,,,,,,,
6070,000401-00-0228,C09,C05,C02,C11,,,,,,,,,,,,
6071,000401-00-0266,C09,C13,C01,C02,,,,,,,,,,,,
6072,000401-00-0443,C09,C07,C13,C05,C04,,,,,,,,,,,
6073,000401-00-0523,C09,,,,,,,,,,,,,,,
6074,000401-00-0528,C09,C12,C02,C07,C13,C01,,,,,,,,,,
6075,000401-00-0537,C09,C02,C01,C07,,,,,,,,,,,,
6076,000401-00-0563,C09,,,,,,,,,,,,,,,
6077,000401-00-0635,C09,C05,C01,C11,C14,C15,C04,,,,,,,,,
6078,000401-00-0645,C09,C06,C07,C16,,,,,,,,,,,,
6079,000401-00-0647,C09,C06,C07,C16,,,,,,,,,,,,
6080,000401-00-0712,C09,C01,C16,,,,,,,,,,,,,
6081,000401-00-0746,C09,C11,C01,,,,,,,,,,,,,
6082,000401-00-0828,C09,C01,C10,C12,C11,C13,C14,C15,C16,C02,C03,C04,C05,C06,C07,C08
6083,000401-00-0841,C09,,,,,,,,,,,,,,,
6084,000401-00-0877,C09,C12,,,,,,,,,,,,,,
6085,000401-00-0885,C09,C05,C02,C01,C07,C16,C15,C11,C08,,,,,,,
6086,000401-00-0917,C09,C01,C02,C13,C12,C06,C14,,,,,,,,,
6087,000401-00-0931,C09,C02,C03,C13,C10,C01,C11,,,,,,,,,
6088,000401-00-0937,C09,C02,C05,C12,,,,,,,,,,,,
6089,000102-00-0101,C09,C06,C12,C01,C13,C14,C16,,,,,,,,,
6090,000102-00-0534,C09,,,,,,,,,,,,,,,
6091,000102-00-0581,C09,C13,C16,C05,C04,C01,C08,,,,,,,,,
6092,000102-00-0845,C09,C12,C13,C15,C02,,,,,,,,,,,
6093,000403-00-0056,C09,C11,C12,C14,C15,C16,C01,C02,C03,C04,C05,C06,C07,C08,C10,C13
6094,000403-00-0088,C09,C13,C15,C06,,,,,,,,,,,,
6095,000403-00-0107,C09,C13,,,,,,,,,,,,,,
6096,000403-00-0142,C09,C02,C01,,,,,,,,,,,,,
6097,000403-00-0157,C09,C12,C01,C06,C05,C07,C16,,,,,,,,,
6098,000403-00-0159,C09,C02,C11,,,,,,,,,,,,,
6099,000403-00-0162,C09,C12,C01,C07,C13,C16,,,,,,,,,,
6100,000403-00-0164,C09,C11,,,,,,,,,,,,,,
6101,000403-00-0176,C09,C04,C13,C07,C05,,,,,,,,,,,
6102,000403-00-0188,C09,,,,,,,,,,,,,,,
6103,000403-00-0198,C09,C06,C05,C02,C01,C14,C13,C15,,,,,,,,
6104,000403-00-0213,C09,C13,C07,C12,C01,C05,C04,C16,C11,,,,,,,
6105,000403-00-0229,C09,C13,C01,C02,C11,,,,,,,,,,,
6106,000403-00-0236,C09,,,,,,,,,,,,,,,
6107,000403-00-0252,C09,C03,C13,C11,C02,C01,,,,,,,,,,
6108,000103-00-0681,C09,C05,C03,,,,,,,,,,,,,
6109,000103-00-0776,C09,C15,C14,C05,,,,,,,,,,,,
6110,000702-00-0010,C09,C02,C12,C16,C01,C05,C04,C13,,,,,,,,
6111,000702-00-0019,C09,C01,C12,C05,C16,C13,C02,C06,C15,,,,,,,
6112,000702-00-0035,C09,C05,C01,C02,C03,C15,C11,C13,,,,,,,,
6113,000702-00-0047,C09,C01,C13,C15,C11,C06,C05,,,,,,,,,
6114,000702-00-0054,C09,C02,C01,C05,C12,C10,C14,C15,C03,,,,,,,
6115,000702-00-0088,C09,C05,C01,C02,C15,C13,,,,,,,,,,
6116,000702-00-0130,C09,C02,C10,C14,C13,C11,C12,C06,C07,C08,C15,C16,C01,C03,C04,C05
6117,000702-00-0132,C09,C05,C01,C13,,,,,,,,,,,,
6118,000702-00-0159,C09,C13,C01,C05,C02,C15,C16,C12,C11,C07,C06,C14,C04,C03,C10,C08
6119,000702-00-0175,C09,C01,C02,C11,,,,,,,,,,,,
6120,000702-00-0177,C09,C12,C15,C16,C01,C02,C07,,,,,,,,,
6121,000702-00-0185,C09,C02,C01,C12,,,,,,,,,,,,
6122,000702-00-0199,C09,C14,C01,,,,,,,,,,,,,
6123,000702-00-0212,C09,C13,C02,C15,,,,,,,,,,,,
6124,000702-00-0217,C09,C05,C12,,,,,,,,,,,,,
6125,000702-00-0220,C09,C02,C01,C06,,,,,,,,,,,,
6126,000702-00-0229,C09,C16,,,,,,,,,,,,,,
6127,000702-00-0245,C09,C02,C01,C11,C06,C03,C05,C07,C16,C15,C14,C13,C12,C10,C08,C04
6128,000702-00-0267,C09,C02,C11,C12,,,,,,,,,,,,
6129,000702-00-0286,C09,C11,C02,C01,C13,C06,C08,C07,C05,C03,C15,,,,,
6130,000603-00-0021,C09,C01,C16,C02,C12,C04,C13,C05,,,,,,,,
6131,000603-00-0047,C09,C01,C11,C12,C13,C02,C16,C04,,,,,,,,
6132,000603-00-0135,C09,C01,C14,C16,C12,,,,,,,,,,,
6133,000603-00-0199,C09,C01,C13,,,,,,,,,,,,,
6134,000603-00-0313,C09,C01,,,,,,,,,,,,,,
6135,000603-00-0382,C09,C02,C13,,,,,,,,,,,,,
6136,000603-00-0415,C09,C01,C05,C12,C06,C04,C16,,,,,,,,,
6137,000603-00-0429,C09,C08,C06,C05,,,,,,,,,,,,
6138,000603-00-0495,C09,C12,C02,C13,C15,C05,C08,C04,C14,C10,C16,C01,C06,C11,,
6139,000603-00-0505,C09,,,,,,,,,,,,,,,
6140,000603-00-0545,C09,C01,C11,C05,C15,C02,C06,,,,,,,,,
6141,000603-00-0577,C09,C15,C02,C12,C05,C04,C13,C11,C14,C16,C01,C06,C07,C10,C08,C03
6142,000603-00-0593,C09,C14,C15,C01,C04,C06,,,,,,,,,,
6143,000603-00-0634,C09,C15,C05,C06,C03,,,,,,,,,,,
6144,000603-00-0636,C09,C01,,,,,,,,,,,,,,
6145,000603-00-0671,C09,C01,C12,,,,,,,,,,,,,
6146,000603-00-0681,C09,C11,C01,C13,C02,C03,C04,C06,C15,,,,,,,
6147,000603-00-0707,C09,C11,C02,C16,C15,C13,C12,C06,C05,,,,,,,
6148,000603-00-0710,C09,C01,C13,C11,C02,C05,C16,C12,C10,C15,C06,C03,,,,
6149,000603-00-0752,C09,C02,C13,,,,,,,,,,,,,
6150,000603-00-0779,C09,C12,C01,C04,C07,C08,C10,C14,C16,C02,,,,,,
6151,000603-00-0789,C09,,,,,,,,,,,,,,,
6152,000603-00-0794,C09,C12,C13,C15,,,,,,,,,,,,
6153,000603-00-0821,C09,C12,C02,,,,,,,,,,,,,
6154,000603-00-0823,C09,C12,C01,C02,C13,,,,,,,,,,,
6155,000603-00-0032,C09,C06,C04,C01,C13,,,,,,,,,,,
6156,000603-00-0042,C09,C06,C03,C10,C01,C11,C04,C15,C13,C12,C05,C08,C16,C02,C14,
6157,001102-00-0029,C09,C13,C16,C05,C04,C12,C02,C01,C11,C06,C07,,,,,
6158,001102-00-0038,C09,C13,C05,C01,C12,C16,C04,,,,,,,,,
6159,001102-00-0048,C09,C02,C12,C13,C01,C11,,,,,,,,,,
6160,001102-00-0100,C09,C06,C13,C11,C02,C01,C15,C16,C12,C05,,,,,,
6161,001102-00-0120,C09,C15,,,,,,,,,,,,,,
6162,001102-00-0164,C09,C12,C01,C14,C05,C06,C16,C15,C02,,,,,,,
6163,001102-00-0168,C09,C05,,,,,,,,,,,,,,
6164,001102-00-0197,C09,C05,C12,C13,,,,,,,,,,,,
6165,001102-00-0220,C09,C13,C16,C05,C04,C12,C02,C01,,,,,,,,
6166,001102-00-0252,C09,C06,C03,,,,,,,,,,,,,
6167,001102-00-0261,C09,,,,,,,,,,,,,,,
6168,001102-00-0276,C09,C15,C11,C12,,,,,,,,,,,,
6169,001102-00-0280,C09,C06,C15,C01,C14,C02,C12,C05,,,,,,,,
6170,001102-00-0311,C09,C05,C01,C13,C11,C02,,,,,,,,,,
6171,001102-00-0380,C09,C01,C13,C11,,,,,,,,,,,,
6172,001102-00-0517,C09,C02,C16,C13,,,,,,,,,,,,
6173,001102-00-0527,C09,C13,C01,C02,C03,C04,,,,,,,,,,
6174,001102-00-0611,C09,C01,C15,C13,C14,C06,C12,C16,C03,,,,,,,
6175,001102-00-0634,C09,C15,C03,C06,,,,,,,,,,,,
6176,001102-00-0652,C09,C10,C12,C14,C03,C06,,,,,,,,,,
6177,001102-00-0655,C09,C16,C02,C13,C05,C12,,,,,,,,,,
6178,001102-00-0690,C09,C01,C13,C12,C11,C06,,,,,,,,,,
6179,001102-00-0735,C09,C01,C12,C16,C07,C06,,,,,,,,,,
6180,001102-00-0791,C09,C13,C05,C01,C12,C16,C04,,,,,,,,,
6181,001102-00-0892,C09,C01,C06,C16,C12,C02,,,,,,,,,,
6182,001102-00-0899,C09,C05,C12,,,,,,,,,,,,,
6183,001102-00-0955,C09,C12,C16,C07,C02,C15,C01,,,,,,,,,
6184,001102-00-0958,C09,C12,C06,C02,C16,C13,C07,,,,,,,,,
6185,001102-00-0975,C09,C12,C06,C15,C01,C13,C16,C07,,,,,,,,
6186,001102-00-1018,C09,C13,C01,,,,,,,,,,,,,
6187,001102-00-1088,C09,C02,C05,C12,C11,C06,C01,C15,,,,,,,,
6188,001102-00-1099,C09,C11,C06,C08,C02,C15,C07,C03,C01,C16,C04,C05,C10,C12,,
6189,001102-00-1124,C09,C06,C11,C15,C01,C02,C13,C12,,,,,,,,
6190,001102-00-1131,C09,C12,,,,,,,,,,,,,,
6191,001102-00-1212,C09,C12,C06,C05,C13,C16,C15,,,,,,,,,
6192,001102-00-1294,C09,C12,C06,C16,C01,,,,,,,,,,,
6193,001102-00-1306,C09,C12,C06,C16,C01,,,,,,,,,,,
6194,001102-00-1477,C09,C06,C15,C01,C05,,,,,,,,,,,
6195,001102-00-1485,C09,C12,C01,C13,C04,C16,C07,C05,C02,C14,,,,,,
6196,000701-00-0001,C09,C01,C16,,,,,,,,,,,,,
6197,000701-00-0007,C09,C02,C01,,,,,,,,,,,,,
6198,000701-00-0009,C09,C02,C15,C14,,,,,,,,,,,,
6199,000701-00-0016,C09,C01,C10,,,,,,,,,,,,,
6200,000701-00-0023,C09,C02,C01,C06,C11,,,,,,,,,,,
6201,000701-00-0027,C09,,,,,,,,,,,,,,,
6202,000701-00-0030,C09,C01,C15,C11,,,,,,,,,,,,
6203,000701-00-0041,C09,C11,C12,C02,C13,C01,C05,C14,C16,C15,C06,C04,,,,
6204,000701-00-0042,C09,C01,,,,,,,,,,,,,,
6205,000701-00-0050,C09,C05,C07,C12,C01,,,,,,,,,,,
6206,000701-00-0064,C09,C01,C02,,,,,,,,,,,,,
6207,000701-00-0065,C09,C05,C01,C12,,,,,,,,,,,,
6208,000701-00-0077,C09,C12,C13,C16,,,,,,,,,,,,
6209,000701-00-0092,C09,C13,C12,C16,C01,C02,,,,,,,,,,
6210,000701-00-0098,C09,C01,C06,C05,,,,,,,,,,,,
6211,000701-00-0106,C09,C05,C01,,,,,,,,,,,,,
6212,000701-00-0114,C09,C10,,,,,,,,,,,,,,
6213,000701-00-0117,C09,C01,C02,C11,,,,,,,,,,,,
6214,000701-00-0120,C09,C12,C01,C06,C02,,,,,,,,,,,
6215,000701-00-0121,C09,C02,C11,C12,,,,,,,,,,,,
6216,000701-00-0134,C09,C12,C05,C13,C02,C01,,,,,,,,,,
6217,000701-00-0150,C09,C01,C04,C12,C13,C03,,,,,,,,,,
6218,000701-00-0180,C09,C02,C13,C12,,,,,,,,,,,,
6219,000701-00-0181,C09,C11,C13,C15,C01,C02,C03,C05,C06,C10,C08,C07,C04,C16,C14,C12
6220,000701-00-0186,C09,C12,,,,,,,,,,,,,,
6221,000701-00-0190,C09,,,,,,,,,,,,,,,
6222,000701-00-0193,C09,C01,C02,C11,,,,,,,,,,,,
6223,000701-00-0206,C09,C14,,,,,,,,,,,,,,
6224,000701-00-0218,C09,C16,C05,C01,C06,,,,,,,,,,,
6225,000701-00-0220,C09,C05,C01,C06,,,,,,,,,,,,
6226,000701-00-0221,C09,C01,C03,C13,,,,,,,,,,,,
6227,000701-00-0233,C09,C06,C15,C01,,,,,,,,,,,,
6228,000701-00-0236,C09,C01,C02,C03,,,,,,,,,,,,
6229,000701-00-0240,C09,C02,C15,C05,C13,C01,C12,C11,,,,,,,,
6230,000701-00-0242,C09,C01,C05,,,,,,,,,,,,,
6231,000701-00-0250,C09,C16,C04,C05,C13,,,,,,,,,,,
6232,000701-00-0256,C09,C05,C12,C01,C16,C11,C02,C03,C13,,,,,,,
6233,000701-00-0263,C09,C01,C03,C02,C11,,,,,,,,,,,
6234,000701-00-0274,C09,C12,C11,C02,C01,C13,,,,,,,,,,
6235,000701-00-0295,C09,C05,C01,C16,,,,,,,,,,,,
6236,000701-00-0296,C09,C01,C02,,,,,,,,,,,,,
6237,000701-00-0297,C09,C12,C16,C01,C13,C04,C11,C02,,,,,,,,
6238,000701-00-0303,C09,C05,C13,C02,C06,,,,,,,,,,,
6239,000701-00-0318,C09,C05,C02,,,,,,,,,,,,,
6240,000701-00-0320,C09,,,,,,,,,,,,,,,
6241,000701-00-0323,C09,C12,C01,,,,,,,,,,,,,
6242,000701-00-0341,C09,C01,,,,,,,,,,,,,,
6243,000701-00-0372,C09,,,,,,,,,,,,,,,
6244,000701-00-0373,C09,C06,C15,,,,,,,,,,,,,
6245,000701-00-0375,C09,,,,,,,,,,,,,,,
6246,000701-00-0383,C09,C16,C11,C04,C02,,,,,,,,,,,
6247,000701-00-0387,C09,C12,C13,C01,C02,C05,C07,,,,,,,,,
6248,000701-00-0391,C09,C12,C11,C13,C01,C16,C10,C15,,,,,,,,
6249,000701-00-0400,C09,C12,,,,,,,,,,,,,,
6250,000701-00-0409,C09,C01,C05,C03,C06,,,,,,,,,,,
6251,000701-00-0410,C09,,,,,,,,,,,,,,,
6252,000701-00-0421,C09,C02,,,,,,,,,,,,,,
6253,000701-00-0424,C09,C12,C02,C01,C13,C11,C06,C07,,,,,,,,
6254,000701-00-0426,C09,,,,,,,,,,,,,,,
6255,000701-00-0428,C09,C01,,,,,,,,,,,,,,
6256,000701-00-0429,C09,C02,C13,C12,C01,,,,,,,,,,,
6257,000701-00-0433,C09,,,,,,,,,,,,,,,
6258,000701-00-0434,C09,C01,C12,C05,C04,C06,C02,C03,C11,,,,,,,
6259,000701-00-0439,C09,C12,,,,,,,,,,,,,,
6260,000701-00-0446,C09,C01,C06,C05,,,,,,,,,,,,
6261,000701-00-0448,C09,C01,,,,,,,,,,,,,,
6262,000701-00-0449,C09,C01,,,,,,,,,,,,,,
6263,000701-00-0459,C09,C12,C16,C01,C13,C04,C11,C02,C05,,,,,,,
6264,000701-00-0461,C09,C15,C02,C01,C06,C05,,,,,,,,,,
6265,000701-00-0473,C09,C05,C16,C02,C01,C15,C06,C13,C12,C14,C07,,,,,
6266,000701-00-0474,C09,,,,,,,,,,,,,,,
6267,000701-00-0479,C09,C02,C01,C11,,,,,,,,,,,,
6268,000701-00-0481,C09,C07,C02,C12,C11,C16,C15,C05,,,,,,,,
6269,000701-00-0494,C09,C12,,,,,,,,,,,,,,
6270,000701-00-0504,C09,C01,C12,C05,C13,C06,,,,,,,,,,
6271,000701-00-0510,C09,C05,C01,,,,,,,,,,,,,
6272,000701-00-0512,C09,C01,C03,,,,,,,,,,,,,
6273,000701-00-0513,C09,C01,C05,C06,,,,,,,,,,,,
6274,000701-00-0514,C09,C02,C01,C11,C13,,,,,,,,,,,
6275,000701-00-0519,C09,C12,C16,C01,C02,,,,,,,,,,,
6276,000701-00-0525,C09,C05,C06,C01,C02,C12,C13,,,,,,,,,
6277,000701-00-0554,C09,,,,,,,,,,,,,,,
6278,000701-00-0556,C09,C12,,,,,,,,,,,,,,
6279,000701-00-0559,C09,C05,C03,C02,C01,,,,,,,,,,,
6280,000701-00-0563,C09,C12,C01,C06,,,,,,,,,,,,
6281,000701-00-0564,C09,C02,C07,,,,,,,,,,,,,
6282,000701-00-0568,C09,C01,C12,C05,C13,C06,,,,,,,,,,
6283,000701-00-0572,C09,C16,C01,C12,C02,C13,C11,C05,C06,C04,,,,,,
6284,000701-00-0574,C09,C05,C01,C13,C12,C03,,,,,,,,,,
6285,000701-00-0578,C09,C02,C01,C13,C11,C05,,,,,,,,,,
6286,000701-00-0588,C09,C01,C12,C06,C02,,,,,,,,,,,
6287,000701-00-0595,C09,C11,C15,,,,,,,,,,,,,
6288,000701-00-0596,C09,C02,C12,C04,C13,C01,,,,,,,,,,
6289,000701-00-0598,C09,,,,,,,,,,,,,,,
6290,000701-00-0600,C09,C01,C11,,,,,,,,,,,,,
6291,000701-00-0604,C09,C16,C05,,,,,,,,,,,,,
6292,000701-00-0609,C09,C05,C01,C02,C11,,,,,,,,,,,
6293,000701-00-0610,C09,C01,C02,,,,,,,,,,,,,
6294,000701-00-0611,C09,C01,C12,C05,C13,C02,,,,,,,,,,
6295,000701-00-0612,C09,C01,C12,C05,,,,,,,,,,,,
6296,000701-00-0617,C09,C12,,,,,,,,,,,,,,
6297,000701-00-0619,C09,C01,C13,C02,C12,C07,,,,,,,,,,
6298,000701-00-0626,C09,C02,C06,,,,,,,,,,,,,
6299,000701-00-0633,C09,C01,C03,C05,C15,,,,,,,,,,,
6300,000701-00-0636,C09,C01,C02,C06,,,,,,,,,,,,
6301,000701-00-0638,C09,C11,C12,C02,C13,C01,C05,C14,C16,C15,C06,C04,,,,
6302,000701-00-0644,C09,C05,C01,C02,,,,,,,,,,,,
6303,000701-00-0648,C09,C02,C12,C01,C11,,,,,,,,,,,
6304,000701-00-0653,C09,,,,,,,,,,,,,,,
6305,000701-00-0663,C09,C01,C05,C14,,,,,,,,,,,,
6306,000701-00-0666,C09,C02,,,,,,,,,,,,,,
6307,000701-00-0668,C09,C01,C12,C13,,,,,,,,,,,,
6308,000701-00-0682,C09,C02,,,,,,,,,,,,,,
6309,000701-00-0684,C09,C01,C02,C11,C06,,,,,,,,,,,
6310,000701-00-0687,C09,C16,C01,C12,,,,,,,,,,,,
6311,000701-00-0693,C09,C03,C02,C06,C12,C11,C13,C14,C15,C05,,,,,,
6312,000701-00-0695,C09,C01,C02,C13,C12,,,,,,,,,,,
6313,000701-00-0697,C09,C01,C12,C05,C16,C10,C06,,,,,,,,,
6314,000701-00-0705,C09,C13,C15,,,,,,,,,,,,,
6315,000701-00-0708,C09,C15,C12,,,,,,,,,,,,,
6316,000701-00-0713,C09,C03,C16,,,,,,,,,,,,,
6317,000701-00-0714,C09,C05,C06,C01,C13,,,,,,,,,,,
6318,000701-00-0735,C09,,,,,,,,,,,,,,,
6319,000701-00-0738,C09,C01,C10,C13,C03,C02,,,,,,,,,,
6320,000701-00-0745,C09,C01,C10,C13,,,,,,,,,,,,
6321,000701-00-0750,C09,C03,C11,C12,C13,C16,C02,C01,C05,C06,,,,,,
6322,000701-00-0755,C09,C01,C13,C12,,,,,,,,,,,,
6323,000701-00-0757,C09,C15,C02,C01,C06,,,,,,,,,,,
6324,000701-00-0760,C09,C15,C13,C03,,,,,,,,,,,,
6325,000701-00-0766,C09,C05,C02,,,,,,,,,,,,,
6326,000701-00-0773,C09,C02,C14,,,,,,,,,,,,,
6327,000701-00-0774,C09,C01,C12,C06,C05,C14,C02,C03,,,,,,,,
6328,000701-00-0776,C09,C02,C11,C01,C15,C12,C13,C06,C05,C03,C07,,,,,
6329,000701-00-0782,C09,C12,C03,C01,C13,C05,C04,,,,,,,,,
6330,000701-00-0784,C09,C15,C03,C05,C12,C14,C16,C10,C08,C07,C04,C02,C06,C01,C13,C11
6331,000701-00-0792,C09,C12,C05,C15,C10,C14,C16,C04,C07,C08,C06,C03,C02,C13,C11,
6332,000701-00-0794,C09,C12,C16,,,,,,,,,,,,,
6333,000701-00-0796,C09,C12,C05,C13,C01,C04,C16,C02,,,,,,,,
6334,000701-00-0798,C09,C16,,,,,,,,,,,,,,
6335,000701-00-0803,C09,C01,C12,C05,C04,C06,C02,C03,C11,,,,,,,
6336,000701-00-0805,C09,C11,C12,C06,C15,C05,C07,C14,C10,,,,,,,
6337,000701-00-0806,C09,C01,C06,,,,,,,,,,,,,
6338,000701-00-0816,C09,C02,C12,C11,C06,,,,,,,,,,,
6339,000701-00-0825,C09,,,,,,,,,,,,,,,
6340,000701-00-0832,C09,C16,C05,C06,C01,C02,,,,,,,,,,
6341,000701-00-0840,C09,C13,C05,C12,C10,,,,,,,,,,,
6342,000701-00-0842,C09,C02,C01,C13,C12,C05,C16,C04,,,,,,,,
6343,000701-00-0889,C09,C12,C16,C04,C07,C10,,,,,,,,,,
6344,000701-00-0895,C09,,,,,,,,,,,,,,,
6345,000701-00-0902,C09,,,,,,,,,,,,,,,
6346,000701-00-0913,C09,C12,C05,C11,C13,C01,C04,C15,,,,,,,,
6347,000701-00-0915,C09,C04,C11,C12,C05,,,,,,,,,,,
6348,000701-00-0920,C09,C01,C02,C12,C15,C06,C05,C11,C13,,,,,,,
6349,000701-00-0921,C09,C01,C13,C02,C06,,,,,,,,,,,
6350,000701-00-0927,C09,C02,C12,C13,C01,C05,C15,C04,,,,,,,,
6351,000701-00-0934,C09,C02,C12,C13,C01,C05,C16,C04,,,,,,,,
6352,000701-00-0941,C09,C01,C05,C10,C16,C02,C06,C07,C13,C11,,,,,,
6353,000701-00-0964,C09,C15,C12,C06,C02,C03,C14,,,,,,,,,
6354,000701-00-0971,C09,C01,C02,C03,C13,C11,C14,C08,C07,C06,C05,C04,C16,C15,C10,C12
6355,000701-00-0020,C09,C01,C11,C12,C16,,,,,,,,,,,
6356,000701-00-0024,C09,C05,C06,C01,,,,,,,,,,,,
6357,001002-00-0003,C09,C02,C01,C13,C06,C11,,,,,,,,,,
6358,001002-00-0004,C09,C01,C05,C04,C12,C13,C15,C02,,,,,,,,
6359,001002-00-0012,C09,C05,C15,C10,C16,C08,C07,C04,,,,,,,,
6360,001002-00-0030,C09,C05,C02,C12,C01,,,,,,,,,,,
6361,001002-00-0035,C09,,,,,,,,,,,,,,,
6362,001002-00-0037,C09,C01,C12,C02,C13,C16,,,,,,,,,,
