,Unnamed: 0,Unnamed: 1,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
9042,000603-00-0831,10003,C21,C12,C19,C03,,,,,,,,,,,,,,,,,,,,,,,
9043,000603-00-0833,10002,C12,C01,C03,C20,C19,C14,C02,,,,,,,,,,,,,,,,,,,,
9044,000603-00-0835,10004,C12,C20,C03,C15,C11,,,,,,,,,,,,,,,,,,,,,,
9045,000603-00-0837,10008,C03,C21,C10,,,,,,,,,,,,,,,,,,,,,,,,
9046,000603-00-0840,10007,C13,C12,C20,C03,C15,,,,,,,,,,,,,,,,,,,,,,
9047,000603-00-0842,10019,C03,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,000603-00-0843,10010,C06,,,,,,,,,,,,,,,,,,,,,,,,,,
9049,000603-00-0844,10009,C10,C12,C14,C15,C19,C20,C01,C02,C03,C11,C13,C16,C17,C18,C21,C22,C23,C04,C05,C06,C07,C08,C09,,,,
9050,000603-00-0847,10011,C04,C15,C22,C19,C14,C03,C21,C01,C06,,,,,,,,,,,,,,,,,,
9051,000603-00-0848,10012,C21,C19,C08,C06,C07,C14,C01,,,,,,,,,,,,,,,,,,,,
9052,000603-00-0850,10013,C12,C19,C08,C21,,,,,,,,,,,,,,,,,,,,,,,
9053,000603-00-0851,10014,C19,C06,,,,,,,,,,,,,,,,,,,,,,,,,
9054,000603-00-0854,10016,C01,C15,C03,,,,,,,,,,,,,,,,,,,,,,,,
9055,000603-00-0855,10015,C01,C15,,,,,,,,,,,,,,,,,,,,,,,,,
9056,000603-00-0857,10018,C14,C21,,,,,,,,,,,,,,,,,,,,,,,,,
9057,000603-00-0859,10022,C08,C02,C14,C04,C21,,,,,,,,,,,,,,,,,,,,,,
9058,000603-00-0861,10017,C14,C06,C21,C03,C10,C12,C15,C08,C01,C02,C19,C18,C07,,,,,,,,,,,,,,
9059,000603-00-0863,10020,C03,C19,C15,C14,C10,C21,C01,C02,,,,,,,,,,,,,,,,,,,
9060,000603-00-0865,10019,C03,C19,C15,C14,C10,C21,C01,C02,,,,,,,,,,,,,,,,,,,
9061,000603-00-0867,10002,C20,C19,C02,C03,C10,C12,C14,C15,C01,,,,,,,,,,,,,,,,,,
9062,000603-00-0868,10003,C03,C02,C21,C04,C11,C10,C12,C14,C20,C15,C06,C22,,,,,,,,,,,,,,,
9063,000603-00-0869,10001,C19,C14,C02,C06,C23,C21,C08,C18,C16,,,,,,,,,,,,,,,,,,
9064,000603-00-0870,10005,C01,C10,,,,,,,,,,,,,,,,,,,,,,,,,
9065,000603-00-0873,10009,C06,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,000603-00-0875,10008,C01,C19,C12,C15,C03,C20,,,,,,,,,,,,,,,,,,,,,
9067,000603-00-0877,10007,C21,C03,C06,C14,C22,C10,C04,C15,C02,C01,C08,C12,C20,,,,,,,,,,,,,,
9068,000603-00-0879,10011,C04,C03,C06,C12,C19,C15,,,,,,,,,,,,,,,,,,,,,
9069,000603-00-0882,10012,C04,C14,C03,C12,,,,,,,,,,,,,,,,,,,,,,,
9070,000603-00-0884,10006,C21,C10,C06,C14,C03,C02,,,,,,,,,,,,,,,,,,,,,
9071,000603-00-0886,10010,C06,C03,C14,C19,C10,C12,C22,C15,C01,,,,,,,,,,,,,,,,,,
9072,000603-00-0888,10000,C14,C06,C12,C19,C01,C03,C15,C10,C13,C20,,,,,,,,,,,,,,,,,
9073,000603-00-0889,10013,C19,C15,C12,C21,C20,C03,C06,,,,,,,,,,,,,,,,,,,,
9074,000603-00-0891,10015,C02,C04,C08,C14,C10,C15,,,,,,,,,,,,,,,,,,,,,
9075,000603-00-0894,10017,C04,C02,C14,C08,C22,,,,,,,,,,,,,,,,,,,,,,
9076,000603-00-0896,10014,C21,C14,C12,C01,C15,C19,,,,,,,,,,,,,,,,,,,,,
9077,000603-00-0897,10019,C04,C06,C08,C02,C14,C22,,,,,,,,,,,,,,,,,,,,,
9078,000603-00-0899,10000,C15,C12,C10,C01,C20,C19,,,,,,,,,,,,,,,,,,,,,
9079,000603-00-0902,10018,C14,C21,C15,C10,,,,,,,,,,,,,,,,,,,,,,,
9080,000603-00-0903,10001,C21,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,000603-00-0906,10003,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,000603-00-0908,10022,C22,C08,C04,C02,C14,C15,C12,C19,C16,C10,C09,C07,C06,C05,C23,C18,,,,,,,,,,,
9083,000603-00-0909,10002,C10,C21,C01,C19,C08,C12,C03,,,,,,,,,,,,,,,,,,,,
9084,000603-00-0912,10004,C06,C03,C14,,,,,,,,,,,,,,,,,,,,,,,,
9085,000603-00-0914,10009,C06,C22,C03,C14,C20,C01,C02,C21,C19,C15,,,,,,,,,,,,,,,,,
9086,000603-00-0915,10007,C12,C15,C20,C10,C03,C22,C19,C01,,,,,,,,,,,,,,,,,,,
9087,000603-00-0917,10006,C12,C19,C01,C04,C15,C10,C06,C21,C22,C03,,,,,,,,,,,,,,,,,
9088,000603-00-0919,10011,C14,C06,C03,C19,C13,C09,C11,C05,C07,C08,C16,C17,C18,,,,,,,,,,,,,,
9089,000603-00-0921,10010,C14,C12,C03,,,,,,,,,,,,,,,,,,,,,,,,
9090,000603-00-0923,10020,C06,C21,C14,C19,C01,C08,C10,C03,C02,C04,,,,,,,,,,,,,,,,,
9091,000603-00-0926,10005,C21,C20,C15,C13,C10,C04,,,,,,,,,,,,,,,,,,,,,
9092,000603-00-0927,10008,C14,C06,C02,C19,C01,C03,C15,C12,C21,,,,,,,,,,,,,,,,,,
9093,000603-00-0929,10016,C13,C20,C19,,,,,,,,,,,,,,,,,,,,,,,,
9094,000603-00-0932,10015,C13,C12,,,,,,,,,,,,,,,,,,,,,,,,,
9095,000603-00-0933,10013,C12,C15,C10,C03,C02,C01,C20,C19,,,,,,,,,,,,,,,,,,,
9096,000603-00-0936,10012,C19,C15,C20,C06,C10,C05,,,,,,,,,,,,,,,,,,,,,
9097,000603-00-0937,10017,C03,C06,,,,,,,,,,,,,,,,,,,,,,,,,
9098,000603-00-0939,10021,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
9099,000603-00-0941,10019,C20,C12,C19,C03,,,,,,,,,,,,,,,,,,,,,,,
9100,000603-00-0942,10018,C15,C06,C21,C19,C01,,,,,,,,,,,,,,,,,,,,,,
9101,000603-00-0944,10022,C10,C02,C03,,,,,,,,,,,,,,,,,,,,,,,,
9102,000603-00-0945,10020,C03,C02,C01,C06,C20,C15,C19,C12,,,,,,,,,,,,,,,,,,,
9103,000603-00-0948,10014,C08,C06,C21,C22,C11,C14,C19,,,,,,,,,,,,,,,,,,,,
9104,000603-00-0949,10022,C12,C01,C15,C03,C02,C13,C20,C19,,,,,,,,,,,,,,,,,,,
9105,000603-00-0951,10001,C20,C01,C06,C10,C12,C14,C15,C03,,,,,,,,,,,,,,,,,,,
9106,000603-00-0954,10002,C14,C22,C06,,,,,,,,,,,,,,,,,,,,,,,,
9107,000603-00-0955,10000,C14,C06,C22,C02,C19,C21,C03,C04,C15,C08,,,,,,,,,,,,,,,,,
9108,000603-00-0957,10003,C06,C19,C02,C03,C01,C14,C22,,,,,,,,,,,,,,,,,,,,
9109,000603-00-0959,10005,C09,C05,,,,,,,,,,,,,,,,,,,,,,,,,
9110,000603-00-0961,10004,C21,C10,C12,C17,C01,,,,,,,,,,,,,,,,,,,,,,
9111,000603-00-0963,10006,C20,C01,C14,C10,C19,C15,C12,,,,,,,,,,,,,,,,,,,,
9112,000603-00-0965,10009,C10,C12,C15,C19,C01,C02,C03,,,,,,,,,,,,,,,,,,,,
9113,000603-00-0966,10007,C06,C03,C14,C02,C01,C21,C10,,,,,,,,,,,,,,,,,,,,
9114,000603-00-0968,10011,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
9115,000603-00-0969,10008,C10,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,
9116,000603-00-0972,10010,C03,C06,C21,,,,,,,,,,,,,,,,,,,,,,,,
9117,000603-00-0974,10009,C14,C04,C08,C02,C22,C21,,,,,,,,,,,,,,,,,,,,,
9118,000603-00-0975,10012,C06,C22,C14,C02,C08,C04,C21,C19,C15,C03,,,,,,,,,,,,,,,,,
9119,000603-00-0977,10013,C03,C06,,,,,,,,,,,,,,,,,,,,,,,,,
9120,000603-00-0979,10018,C06,C03,,,,,,,,,,,,,,,,,,,,,,,,,
9121,000603-00-0980,10014,C06,C14,C22,,,,,,,,,,,,,,,,,,,,,,,,
9122,000603-00-0981,10016,C15,C06,C12,C01,C21,,,,,,,,,,,,,,,,,,,,,,
9123,000603-00-0983,10021,C04,C02,C03,C11,C14,,,,,,,,,,,,,,,,,,,,,,
9124,000603-00-0985,10020,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
9125,000603-00-0987,10019,C21,C02,C10,C19,C03,C08,C15,C14,C20,,,,,,,,,,,,,,,,,,
9126,000603-00-0989,10002,C10,C01,C03,C14,C19,C20,C23,,,,,,,,,,,,,,,,,,,,
9127,000603-00-0991,10004,C02,C14,C06,C08,C05,C21,,,,,,,,,,,,,,,,,,,,,
9128,000603-00-0994,10001,C14,C06,,,,,,,,,,,,,,,,,,,,,,,,,
9129,000603-00-0996,10007,C06,C22,C14,,,,,,,,,,,,,,,,,,,,,,,,
9130,000603-00-0997,10008,C22,C06,C14,,,,,,,,,,,,,,,,,,,,,,,,
9131,000603-00-0999,10003,C19,C03,C10,C21,C01,C15,C12,C06,,,,,,,,,,,,,,,,,,,
9132,000603-00-1000,10000,C02,C06,C01,C14,C21,C03,,,,,,,,,,,,,,,,,,,,,
9133,000603-00-1003,10006,C06,C14,C05,,,,,,,,,,,,,,,,,,,,,,,,
9134,000603-00-1005,10010,C04,C08,C06,C21,C22,C02,C14,C13,C07,C05,,,,,,,,,,,,,,,,,
9135,000603-00-1006,10012,C03,C19,C10,C06,C20,,,,,,,,,,,,,,,,,,,,,,
9136,000603-00-1008,10011,C04,C08,C14,C11,C21,,,,,,,,,,,,,,,,,,,,,,
9137,000603-00-1010,10009,C14,C21,C04,C06,C17,C13,C10,C12,C23,C05,C19,C16,C15,C11,C03,C22,C07,C08,C09,,,,,,,,
9138,000603-00-1012,10013,C14,C19,,,,,,,,,,,,,,,,,,,,,,,,,
9139,000603-00-1014,10015,C20,C12,C19,C01,C03,C15,C13,C10,C05,,,,,,,,,,,,,,,,,,
9140,000603-00-1015,10016,C19,C20,C01,C02,C03,C10,C12,C14,C15,,,,,,,,,,,,,,,,,,
9141,000603-00-1018,10019,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
9142,000603-00-1021,10021,C06,C19,C01,C21,C14,,,,,,,,,,,,,,,,,,,,,,
9143,000603-00-1022,10001,C10,C01,C19,C15,C03,,,,,,,,,,,,,,,,,,,,,,
9144,000603-00-1024,10005,C02,C01,C12,,,,,,,,,,,,,,,,,,,,,,,,
9145,000603-00-1026,10003,C16,C01,C13,C09,C05,C22,,,,,,,,,,,,,,,,,,,,,
9146,000603-00-1027,10002,C03,C10,C12,C14,C15,C19,C20,C01,C02,,,,,,,,,,,,,,,,,,
9147,000603-00-1030,10004,C15,C19,,,,,,,,,,,,,,,,,,,,,,,,,
9148,000603-00-1031,10006,C15,C10,C03,C06,,,,,,,,,,,,,,,,,,,,,,,
9149,000603-00-1033,10007,C03,C12,,,,,,,,,,,,,,,,,,,,,,,,,
9150,000603-00-1035,10009,C15,C21,C03,C06,,,,,,,,,,,,,,,,,,,,,,,
9151,000603-00-1037,10008,C03,C01,C15,C12,C19,C20,C06,C22,C10,,,,,,,,,,,,,,,,,,
9152,000603-00-1040,10012,C06,C02,C04,C15,C14,C19,C22,,,,,,,,,,,,,,,,,,,,
9153,000603-00-1041,10010,C06,C03,C15,C12,C19,C20,C22,,,,,,,,,,,,,,,,,,,,
9154,000603-00-1043,10015,C10,C15,C12,C19,C21,,,,,,,,,,,,,,,,,,,,,,
9155,000603-00-1045,10016,C04,C21,C03,C16,C10,,,,,,,,,,,,,,,,,,,,,,
9156,000603-00-1047,10011,C06,C04,C14,,,,,,,,,,,,,,,,,,,,,,,,
9157,000603-00-1049,10013,C10,C19,C12,C03,C15,C01,C14,C21,C02,,,,,,,,,,,,,,,,,,
9158,000603-00-1050,10014,C01,C12,C10,C15,C21,C06,C03,C14,C19,C20,C22,,,,,,,,,,,,,,,,
9159,000603-00-1052,10020,C12,C20,C19,C13,,,,,,,,,,,,,,,,,,,,,,,
9160,000603-00-1054,10000,C15,C19,C14,C16,C21,C23,C20,C01,C02,C03,,,,,,,,,,,,,,,,,
9161,000603-00-1056,10018,C02,C14,C08,C21,C04,C11,,,,,,,,,,,,,,,,,,,,,
9162,000603-00-1058,10019,C02,C13,C08,C21,C04,C11,,,,,,,,,,,,,,,,,,,,,
9163,000603-00-1060,10021,C14,,,,,,,,,,,,,,,,,,,,,,,,,,
9164,000603-00-1061,10022,C10,C15,C19,C12,C01,C02,C03,C14,C20,,,,,,,,,,,,,,,,,,
9165,000603-00-1064,10017,C15,C06,C12,C19,C21,,,,,,,,,,,,,,,,,,,,,,
9166,000603-00-1066,10000,C14,C06,C10,C12,C15,C19,C20,C03,C02,C01,,,,,,,,,,,,,,,,,
9167,000603-00-1067,10001,C03,C10,C12,C19,C01,C21,C15,,,,,,,,,,,,,,,,,,,,
9168,000603-00-1070,10002,C19,C03,C04,C06,C22,C14,C15,C10,,,,,,,,,,,,,,,,,,,
9169,000603-00-1071,10005,C14,C06,C03,C10,C21,C15,,,,,,,,,,,,,,,,,,,,,
9170,000603-00-1073,10004,C14,C03,C10,C15,C06,C21,,,,,,,,,,,,,,,,,,,,,
9171,000603-00-1075,10003,C06,C19,C02,C04,C22,C14,C15,C10,,,,,,,,,,,,,,,,,,,
9172,000603-00-1078,10008,C10,C01,C19,C03,C11,C12,,,,,,,,,,,,,,,,,,,,,
9173,000603-00-1080,10006,C10,C15,C12,C19,C01,C03,C20,C02,,,,,,,,,,,,,,,,,,,
9174,000603-00-1081,10009,C03,C15,C19,C10,C01,C20,C06,C12,,,,,,,,,,,,,,,,,,,
9175,000603-00-1084,10011,C06,C05,C07,C18,C14,C13,C08,C03,C04,C21,C22,C23,C09,C11,,,,,,,,,,,,,
9176,000603-00-1085,10012,C04,C02,C14,C22,C07,C06,C12,C09,C11,C10,C05,C23,C01,,,,,,,,,,,,,,
9177,000603-00-1087,10007,C21,C11,C03,C06,C08,C02,C04,C07,C01,,,,,,,,,,,,,,,,,,
9178,000603-00-1090,10013,C04,C02,C14,C22,C07,C15,C19,C08,C21,C06,,,,,,,,,,,,,,,,,
9179,000603-00-1093,10002,C15,C19,C01,C08,,,,,,,,,,,,,,,,,,,,,,,
9180,000603-00-0046,10005,,,,,,,,,,,,,,,,,,,,,,,,,,,
9181,000603-00-0047,10014,,,,,,,,,,,,,,,,,,,,,,,,,,,
9182,000603-00-0048,10022,,,,,,,,,,,,,,,,,,,,,,,,,,,
9183,000603-00-0049,10011,,,,,,,,,,,,,,,,,,,,,,,,,,,
9184,000603-00-0050,10002,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,000603-00-0051,10006,C03,C06,C14,C19,C01,C12,C04,C15,C22,,,,,,,,,,,,,,,,,,
9186,000603-00-0052,10004,C02,,,,,,,,,,,,,,,,,,,,,,,,,,
9187,000603-00-0053,10008,C03,C10,,,,,,,,,,,,,,,,,,,,,,,,,
9188,000603-00-0054,10017,C10,C11,C12,C14,C13,C15,,,,,,,,,,,,,,,,,,,,,
9189,000603-00-0055,10020,C10,C12,C15,C21,C03,C02,C01,C04,C05,C06,C07,C08,C09,C14,C16,C17,C13,C11,C18,C19,C20,WI0,,,,,
9190,000603-00-0056,10004,C10,C01,C15,C12,C20,C03,C06,C19,,,,,,,,,,,,,,,,,,,
9191,000603-00-0057,10014,C15,C02,C14,C04,C01,C03,C22,C06,,,,,,,,,,,,,,,,,,,
9192,000603-00-0058,10018,C20,C21,C22,C01,C02,C04,C11,C12,C13,C16,,,,,,,,,,,,,,,,,
9193,000603-00-0059,10018,C06,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,000603-00-0060,10016,C04,C08,C22,C02,C21,C06,C14,C05,C19,C16,C11,C07,C10,C09,C03,C20,C01,C15,C23,C13,C12,,,,,,
9195,000603-00-0061,10017,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
9196,000603-00-0062,10003,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
9197,000603-00-0063,10008,C12,C15,C19,C20,C01,C02,C03,C09,C10,C11,C13,C16,C17,C18,C21,C22,C23,C04,C05,C06,C07,,,,,,
9198,000603-00-0064,10006,C21,C14,C06,C05,C08,C22,C19,C09,C04,WI0,,,,,,,,,,,,,,,,,
9199,000603-00-0065,10015,C12,C02,C03,C14,C15,WI0,WI0,,,,,,,,,,,,,,,,,,,,
9200,000603-00-0066,10021,C16,C23,C02,C21,WI0,,,,,,,,,,,,,,,,,,,,,,
9201,000603-00-0067,10000,C12,C15,C19,C20,C11,C06,WI0,,,,,,,,,,,,,,,,,,,,
9202,000603-00-0068,10017,WI0,,,,,,,,,,,,,,,,,,,,,,,,,,
9203,000603-00-0069,10005,C05,C02,C18,C12,,,,,,,,,,,,,,,,,,,,,,,
9204,000603-00-0070,10020,C02,C08,C14,C22,,,,,,,,,,,,,,,,,,,,,,,
9205,000603-00-0071,10006,C04,C14,C22,C01,C21,,,,,,,,,,,,,,,,,,,,,,
9206,000603-00-0072,10013,C14,C19,C20,C01,C02,C03,C10,C12,C15,C16,C17,C18,C21,C04,C06,C22,C05,C23,C07,C09,C13,C11,,,,,
9207,000603-00-0073,10012,C13,C15,C08,C09,C01,,,,,,,,,,,,,,,,,,,,,,
9208,000603-00-0074,10001,C08,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,000603-00-0075,10017,C19,C03,C06,C05,C01,,,,,,,,,,,,,,,,,,,,,,
9210,000603-00-0076,10000,C20,C15,C03,C10,C12,C14,C19,C01,C02,C08,C11,C09,C21,C04,C16,C05,C06,C13,C17,C22,C07,C23,,,,,
9211,000603-00-0077,10021,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
9212,000603-00-0078,10012,C15,C19,C01,C03,C12,C20,C10,,,,,,,,,,,,,,,,,,,,
9213,000603-00-0079,10020,C03,C21,C12,C15,C02,C20,C14,,,,,,,,,,,,,,,,,,,,
9214,000603-00-0080,10000,C02,C03,C10,C12,C14,C15,C19,,,,,,,,,,,,,,,,,,,,
9215,000603-00-0081,10000,C12,C05,C04,C22,C18,C19,C20,C01,C16,C02,,,,,,,,,,,,,,,,,
9216,000603-00-0082,10000,C15,C04,C19,C02,C07,C21,C01,,,,,,,,,,,,,,,,,,,,
9217,000603-00-0083,10000,C14,C12,C10,C20,C15,C01,,,,,,,,,,,,,,,,,,,,,
9218,000603-00-0084,10000,C19,C10,C03,,,,,,,,,,,,,,,,,,,,,,,,
9219,000603-00-0085,10000,C01,C19,C15,C14,C06,C20,C04,C17,C16,C13,C11,C12,C08,C09,C05,WI0,C02,C23,C22,C18,C07,C10,C03,,,,
9220,000603-00-0086,10000,C20,C02,C12,C14,C03,C04,C06,C10,C22,C01,,,,,,,,,,,,,,,,,
9221,000603-00-0087,10000,C15,C08,C03,C20,C19,C14,C12,C10,C09,C07,C06,C05,C16,C17,C18,C21,C22,C23,C01,C02,,,,,,,
9222,000603-00-0088,10000,C19,C20,C10,,,,,,,,,,,,,,,,,,,,,,,,
9223,000603-00-0089,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
9224,000603-00-0090,10000,C19,C20,C01,C02,C03,C10,C12,C14,C15,C16,,,,,,,,,,,,,,,,,
9225,001002-00-0001,10002,C21,C10,C03,C06,C01,C02,C19,C14,,,,,,,,,,,,,,,,,,,
9226,001002-00-0002,10004,C13,C12,C20,C15,C19,C10,,,,,,,,,,,,,,,,,,,,,
9227,001002-00-0004,10005,C12,C03,C19,C10,C14,C20,C02,C23,C01,C22,C21,C18,C17,C16,C15,C13,C11,C09,C08,C07,C06,,,,,,
9228,001002-00-0006,10006,C03,C01,C15,C19,,,,,,,,,,,,,,,,,,,,,,,
9229,001002-00-0008,10007,C02,C14,C15,C03,C08,,,,,,,,,,,,,,,,,,,,,,
9230,001002-00-0010,10003,C10,C02,C12,C15,C01,C03,C04,C19,C11,,,,,,,,,,,,,,,,,,
9231,001002-00-0012,10009,C02,C21,,,,,,,,,,,,,,,,,,,,,,,,,
9232,001002-00-0015,10008,C15,C21,C02,C04,C06,C22,C07,,,,,,,,,,,,,,,,,,,,
9233,001002-00-0017,10010,C10,C08,C15,C19,C03,C01,C12,C20,C14,C21,,,,,,,,,,,,,,,,,
9234,001002-00-0019,10012,C08,C04,C14,C02,C22,,,,,,,,,,,,,,,,,,,,,,
9235,001002-00-0020,10014,C14,C02,C04,C08,C22,C20,,,,,,,,,,,,,,,,,,,,,
9236,001002-00-0022,10013,C06,C03,C12,C18,C19,C20,C01,C02,C15,,,,,,,,,,,,,,,,,,
9237,001002-00-0025,10011,C03,,,,,,,,,,,,,,,,,,,,,,,,,,
9238,001002-00-0026,10016,C15,C01,C14,C21,C20,,,,,,,,,,,,,,,,,,,,,,
9239,001002-00-0029,10015,C15,C14,C20,C01,C21,,,,,,,,,,,,,,,,,,,,,,
9240,001002-00-0030,10015,C15,C12,C10,C03,C01,C19,C14,,,,,,,,,,,,,,,,,,,,
9241,001002-00-0033,10014,C10,C03,C12,C15,C19,C01,C02,,,,,,,,,,,,,,,,,,,,
9242,001002-00-0034,10013,C19,C01,C03,C12,C14,C20,C10,C16,C21,,,,,,,,,,,,,,,,,,
9243,001002-00-0036,10016,C15,C19,C21,C01,C12,C10,,,,,,,,,,,,,,,,,,,,,
9244,001002-00-0038,10017,C12,C15,,,,,,,,,,,,,,,,,,,,,,,,,
9245,001002-00-0041,10018,C21,C03,C04,,,,,,,,,,,,,,,,,,,,,,,,
9246,001002-00-0043,10018,C19,C15,C03,C01,C10,C20,C14,C12,C02,,,,,,,,,,,,,,,,,,
9247,001002-00-0044,10017,C01,C15,C03,C19,C12,C14,C06,C08,C10,C02,C04,C21,,,,,,,,,,,,,,,
9248,001002-00-0047,10019,C18,C17,C16,C13,C11,C09,C08,C07,C06,C05,C04,C23,C22,C21,C19,C15,C14,C12,C10,C03,C02,C01,C20,,,,
9249,001002-00-0049,10019,C19,C22,C08,C10,C14,,,,,,,,,,,,,,,,,,,,,,
9250,001002-00-0050,10020,C02,C08,C06,C04,C14,C22,C12,,,,,,,,,,,,,,,,,,,,
9251,001002-00-0053,10020,C21,C03,C02,C04,C08,C12,,,,,,,,,,,,,,,,,,,,,
9252,001002-00-0054,10021,C21,C10,C12,C03,,,,,,,,,,,,,,,,,,,,,,,
9253,001002-00-0056,10022,C10,C03,C12,C08,C14,,,,,,,,,,,,,,,,,,,,,,
9254,001002-00-0058,10022,C10,C14,,,,,,,,,,,,,,,,,,,,,,,,,
9255,001002-00-0060,10000,C02,C10,C19,C03,,,,,,,,,,,,,,,,,,,,,,,
9256,001002-00-0063,10000,C08,C06,C02,C14,,,,,,,,,,,,,,,,,,,,,,,
9257,001002-00-0064,10021,C08,C02,C04,C14,C23,C05,C09,C11,C22,C21,,,,,,,,,,,,,,,,,
9258,001002-00-0067,10002,C19,C15,C01,,,,,,,,,,,,,,,,,,,,,,,,
9259,001002-00-0069,10001,C10,C02,C14,C15,C21,C03,C12,C19,C20,C23,C08,C06,C05,,,,,,,,,,,,,,
9260,001002-00-0070,10004,C02,C04,C08,C14,C22,,,,,,,,,,,,,,,,,,,,,,
9261,001002-00-0072,10006,C10,C14,C02,C15,C01,C21,,,,,,,,,,,,,,,,,,,,,
9262,001002-00-0073,10003,C03,C15,C14,C12,C19,C10,C01,C07,C11,C02,,,,,,,,,,,,,,,,,
9263,001002-00-0076,10004,C12,C15,C19,C20,,,,,,,,,,,,,,,,,,,,,,,
9264,001002-00-0077,10003,C14,C08,C01,C02,C12,C13,C15,C19,C20,C21,C03,C10,,,,,,,,,,,,,,,
9265,001002-00-0079,10005,C19,C21,C03,C10,C08,C12,C15,C14,C06,C01,,,,,,,,,,,,,,,,,
9266,001002-00-0082,10005,C02,C08,C22,C14,C07,C16,C03,C23,C06,,,,,,,,,,,,,,,,,,
9267,001002-00-0084,10001,C14,C02,C12,C03,C05,C21,C10,,,,,,,,,,,,,,,,,,,,
9268,001002-00-0086,10007,C02,C10,C14,C15,,,,,,,,,,,,,,,,,,,,,,,
9269,001002-00-0087,10009,C10,C02,C03,C21,C19,,,,,,,,,,,,,,,,,,,,,,
9270,001002-00-0089,10006,C02,C10,,,,,,,,,,,,,,,,,,,,,,,,,
9271,001002-00-0091,10008,C02,C08,C04,C01,C22,,,,,,,,,,,,,,,,,,,,,,
9272,001002-00-0094,10008,C06,C02,C15,C10,C03,C14,C01,C19,C21,C12,,,,,,,,,,,,,,,,,
9273,001002-00-0095,10010,C10,C08,C01,C03,,,,,,,,,,,,,,,,,,,,,,,
9274,001002-00-0097,10007,C02,C04,C14,C08,C21,C22,,,,,,,,,,,,,,,,,,,,,
9275,001002-00-0099,10009,C15,C21,C19,C01,C12,C06,,,,,,,,,,,,,,,,,,,,,
9276,001002-00-0102,10011,C10,C08,C03,C12,,,,,,,,,,,,,,,,,,,,,,,
9277,001002-00-0103,10013,C20,C06,C21,C19,,,,,,,,,,,,,,,,,,,,,,,
9278,001002-00-0106,10012,C08,C14,C04,C02,C22,,,,,,,,,,,,,,,,,,,,,,
9279,001002-00-0107,10001,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
9280,001002-00-0109,10000,C02,C08,,,,,,,,,,,,,,,,,,,,,,,,,
9281,001002-00-0110,10021,C10,C19,C03,,,,,,,,,,,,,,,,,,,,,,,,
9282,001002-00-0112,10014,C06,C19,C02,C03,C10,C04,C14,C23,,,,,,,,,,,,,,,,,,,
9283,001002-00-0114,10022,C06,C19,C03,C02,C10,C04,C14,C23,,,,,,,,,,,,,,,,,,,
9284,001002-00-0118,10015,C02,C04,C08,C11,C06,C22,C14,,,,,,,,,,,,,,,,,,,,
9285,001002-00-0119,10002,C12,C01,C20,C21,C15,C19,,,,,,,,,,,,,,,,,,,,,
9286,001002-00-0121,10004,C06,C08,C12,C13,C15,C19,C20,,,,,,,,,,,,,,,,,,,,
9287,001002-00-0124,10003,C12,C19,C01,C15,C10,C08,C03,,,,,,,,,,,,,,,,,,,,
9288,001002-00-0125,10005,C02,C14,C15,C04,,,,,,,,,,,,,,,,,,,,,,,
9289,001002-00-0127,10016,C16,C14,C12,,,,,,,,,,,,,,,,,,,,,,,,
9290,001002-00-0130,10017,C14,C08,C06,C22,C02,C04,,,,,,,,,,,,,,,,,,,,,
9291,001002-00-0131,10018,C03,C15,C12,C19,C06,,,,,,,,,,,,,,,,,,,,,,
9292,001002-00-0132,10007,C10,C02,C03,C14,C12,C15,,,,,,,,,,,,,,,,,,,,,
9293,001002-00-0135,10006,C01,C19,C15,C03,C02,C12,C21,C06,C22,,,,,,,,,,,,,,,,,,
9294,001002-00-0136,10010,C14,C19,C10,,,,,,,,,,,,,,,,,,,,,,,,
9295,001002-00-0138,10019,C15,C10,C04,C06,C19,,,,,,,,,,,,,,,,,,,,,,
9296,001002-00-0141,10020,C15,C10,C04,C06,,,,,,,,,,,,,,,,,,,,,,,
9297,001002-00-0142,10008,C07,C12,,,,,,,,,,,,,,,,,,,,,,,,,
