,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice
9449,000802-00-0556,C11,,,,,,,,,,,,,,,,,
9450,000802-00-0559,C01,C16,C15,C05,C12,,,,,,,,,,,,,
9451,000802-00-0561,C02,C01,,,,,,,,,,,,,,,,
9452,000802-00-0562,C02,C03,C01,,,,,,,,,,,,,,,
9453,000802-00-0565,C04,C05,C06,,,,,,,,,,,,,,,
9454,000802-00-0566,C06,C17,C15,,,,,,,,,,,,,,,
9455,000802-00-0568,C17,,,,,,,,,,,,,,,,,
9456,000802-00-0570,C03,C17,,,,,,,,,,,,,,,,
9457,000802-00-0572,C05,C03,C04,C01,C13,C11,C02,C16,C14,C12,,,,,,,,
9458,000802-00-0573,C05,C01,C15,C11,C06,,,,,,,,,,,,,
9459,000802-00-0575,C01,C05,C04,C16,C14,C06,,,,,,,,,,,,
9460,000802-00-0577,C17,,,,,,,,,,,,,,,,,
9461,000802-00-0579,C12,,,,,,,,,,,,,,,,,
9462,000802-00-0581,C17,C03,C11,,,,,,,,,,,,,,,
9463,000802-00-0583,C12,C13,C01,C02,C03,C05,,,,,,,,,,,,
9464,000802-00-0586,C02,C17,C14,C12,C16,C13,C01,C09,,,,,,,,,,
9465,000802-00-0587,C05,C15,C11,C02,C01,,,,,,,,,,,,,
9466,000802-00-0589,C01,C05,C12,C14,C02,C03,C11,C13,,,,,,,,,,
9467,000802-00-0592,C01,C12,C14,C02,C03,C04,C15,C05,,,,,,,,,,
9468,000802-00-0594,C14,C01,C04,C16,C03,C12,C02,C13,C05,,,,,,,,,
9469,000802-00-0596,C05,C17,C18,C09,,,,,,,,,,,,,,
9470,000802-00-0597,C17,C01,C05,C02,C12,C06,,,,,,,,,,,,
9471,000802-00-0599,C13,C03,C02,,,,,,,,,,,,,,,
9472,000802-00-0601,C14,C02,C01,C16,C11,C05,C12,C13,C09,,,,,,,,,
9473,000802-00-0603,C02,C13,C15,C01,C03,C04,C11,C12,,,,,,,,,,
9474,000802-00-0605,C02,C14,C01,C05,C11,C12,C16,C17,C04,,,,,,,,,
9475,000802-00-0607,C13,C02,C03,C01,C15,C11,,,,,,,,,,,,
9476,000802-00-0609,C02,C16,C05,C01,,,,,,,,,,,,,,
9477,000802-00-0612,C01,C03,C04,C15,,,,,,,,,,,,,,
9478,000802-00-0614,C01,C16,C13,C08,C04,C07,C11,C10,C09,,,,,,,,,
9479,000802-00-0616,C11,C13,C04,,,,,,,,,,,,,,,
9480,000802-00-0618,C04,C03,C11,C13,C02,C01,C05,C12,C15,,,,,,,,,
9481,000802-00-0619,C01,C05,C03,C04,C16,C14,C06,,,,,,,,,,,
9482,000802-00-0622,C14,C01,C07,,,,,,,,,,,,,,,
9483,000802-00-0624,C16,C01,C06,C14,C02,C05,C13,C12,,,,,,,,,,
9484,000802-00-0626,C01,C03,C05,C11,C13,C17,C14,C15,,,,,,,,,,
9485,000802-00-0627,C02,C03,C05,C06,,,,,,,,,,,,,,
9486,000802-00-0629,C01,C12,C05,C03,C11,,,,,,,,,,,,,
9487,000802-00-0631,C02,C16,C17,C09,C01,,,,,,,,,,,,,
9488,000802-00-0633,C02,C18,C03,C13,C05,C09,,,,,,,,,,,,
9489,000802-00-0635,C05,C13,C02,C03,,,,,,,,,,,,,,
9490,000802-00-0636,C02,C12,,,,,,,,,,,,,,,,
9491,000802-00-0639,C06,C08,C14,,,,,,,,,,,,,,,
9492,000802-00-0640,C05,C03,C02,C13,,,,,,,,,,,,,,
9493,000802-00-0643,C02,C04,C01,C16,,,,,,,,,,,,,,
9494,000802-00-0645,C02,C13,C14,,,,,,,,,,,,,,,
9495,000802-00-0646,C16,C02,C12,C01,C04,C05,C18,C17,C15,C14,C13,C11,C10,C09,C08,C07,C06,C03
9496,000802-00-0648,C02,C01,C12,C03,,,,,,,,,,,,,,
9497,000802-00-0651,C14,C01,C04,C17,C02,C03,,,,,,,,,,,,
9498,000802-00-0652,C16,,,,,,,,,,,,,,,,,
9499,000802-00-0655,C02,C03,,,,,,,,,,,,,,,,
9500,000802-00-0656,C17,C02,C14,C03,C05,C01,,,,,,,,,,,,
9501,000802-00-0659,C04,C05,C12,C14,C01,,,,,,,,,,,,,
9502,000802-00-0660,C14,C02,C03,,,,,,,,,,,,,,,
9503,000802-00-0662,C02,C16,C14,C01,C17,,,,,,,,,,,,,
9504,000802-00-0664,C05,C02,,,,,,,,,,,,,,,,
9505,000802-00-0666,C13,C11,C12,C15,C02,C05,C14,C10,C16,,,,,,,,,
9506,000802-00-0668,C06,C14,C15,C18,C01,C02,C03,C04,C05,,,,,,,,,
9507,000802-00-0671,C01,C14,C02,C16,,,,,,,,,,,,,,
9508,000802-00-0673,C16,C12,,,,,,,,,,,,,,,,
9509,000802-00-0675,C01,C16,C11,,,,,,,,,,,,,,,
9510,000802-00-0676,C09,C16,C01,C07,C17,C12,C05,C11,C13,,,,,,,,,
9511,000802-00-0679,C01,C02,C03,C12,,,,,,,,,,,,,,
9512,000802-00-0681,C01,C02,C05,C04,,,,,,,,,,,,,,
9513,000802-00-0683,C15,C14,C17,C05,,,,,,,,,,,,,,
9514,000802-00-0684,C12,C17,C13,C02,C05,C14,C01,C16,C09,,,,,,,,,
9515,000802-00-0687,C12,C01,C03,C04,C05,,,,,,,,,,,,,
9516,000802-00-0690,C06,C04,C16,C01,C12,,,,,,,,,,,,,
9517,000802-00-0692,C16,C01,C17,C15,C03,C14,,,,,,,,,,,,
9518,000802-00-0693,C12,C02,C05,C01,C11,,,,,,,,,,,,,
9519,000802-00-0696,C03,C16,C17,C13,,,,,,,,,,,,,,
9520,000802-00-0697,C03,C04,C02,C13,C11,,,,,,,,,,,,,
9521,000802-00-0700,C02,C04,C01,C13,C03,C16,C12,,,,,,,,,,,
9522,000802-00-0701,C06,C14,C10,C18,C04,C01,C08,,,,,,,,,,,
9523,000802-00-0702,C13,C04,C02,C03,C11,C12,C01,,,,,,,,,,,
9524,000802-00-0704,C13,C04,C02,C03,C11,C12,C01,C05,,,,,,,,,,
9525,000802-00-0706,C02,,,,,,,,,,,,,,,,,
9526,000802-00-0708,C02,C14,,,,,,,,,,,,,,,,
9527,000802-00-0710,C14,C12,C13,C15,C01,C02,C03,C04,C06,C05,,,,,,,,
9528,000802-00-0712,C14,C01,C12,,,,,,,,,,,,,,,
9529,000802-00-0714,C14,C16,C18,C06,C07,C08,C09,C10,C01,C04,C05,C12,C15,C02,C03,C13,C17,C11
9530,000802-00-0716,C12,C05,C01,,,,,,,,,,,,,,,
9531,000802-00-0719,C06,C08,C07,C17,C16,C18,C10,C14,,,,,,,,,,
9532,000802-00-0721,C03,C11,C04,C02,C05,C14,C01,,,,,,,,,,,
9533,000802-00-0723,C17,C02,C14,C03,C05,,,,,,,,,,,,,
9534,000802-00-0726,C14,C13,,,,,,,,,,,,,,,,
9535,000802-00-0727,C03,C05,C13,,,,,,,,,,,,,,,
9536,000802-00-0730,C14,C12,C17,,,,,,,,,,,,,,,
9537,000802-00-0732,C04,C06,C01,,,,,,,,,,,,,,,
9538,000802-00-0733,C17,C09,C02,,,,,,,,,,,,,,,
9539,000802-00-0735,C12,C04,C01,C05,C03,C14,,,,,,,,,,,,
9540,000802-00-0737,C05,C14,C02,C12,C17,,,,,,,,,,,,,
9541,000802-00-0739,C05,C03,C02,C01,C16,C17,C14,C11,C04,,,,,,,,,
9542,000802-00-0740,C16,C02,C04,C01,C03,C05,,,,,,,,,,,,
9543,000802-00-0742,C14,C02,C03,,,,,,,,,,,,,,,
9544,000802-00-0744,C05,C04,C11,C12,C01,C13,,,,,,,,,,,,
9545,000802-00-0747,C02,C16,C04,C01,C03,,,,,,,,,,,,,
9546,000802-00-0748,C01,C02,C03,,,,,,,,,,,,,,,
9547,000802-00-0750,C02,C05,C03,,,,,,,,,,,,,,,
9548,000802-00-0753,C01,C05,C16,C12,C13,C03,C02,,,,,,,,,,,
9549,000802-00-0754,C05,C03,C13,C04,C02,C01,C18,C16,C15,C14,C11,C12,C09,C17,C06,C07,C08,C10
9550,000802-00-0755,C15,C03,C05,,,,,,,,,,,,,,,
9551,000802-00-0757,C04,C09,C01,C12,C16,C15,C03,,,,,,,,,,,
9552,000802-00-0761,C16,C02,C03,C05,C04,C15,C11,C12,C13,C01,,,,,,,,
9553,000802-00-0763,C04,C09,C01,C12,C16,C03,C15,C14,C18,C17,C13,C05,C06,C07,C08,C10,C02,C11
9554,000802-00-0765,C09,C16,C01,,,,,,,,,,,,,,,
9555,000802-00-0767,C02,C01,C03,C13,,,,,,,,,,,,,,
9556,000802-00-0769,C06,C04,,,,,,,,,,,,,,,,
9557,000802-00-0771,C02,C03,C05,C12,C15,,,,,,,,,,,,,
9558,000802-00-0775,C04,C15,C09,C01,C03,,,,,,,,,,,,,
9559,000802-00-0776,C01,C04,C03,C13,C12,,,,,,,,,,,,,
9560,000802-00-0778,C01,C02,C05,C15,C03,C16,C04,C13,C11,,,,,,,,,
9561,000802-00-0779,C11,C12,C01,C04,,,,,,,,,,,,,,
9562,000802-00-0780,C17,,,,,,,,,,,,,,,,,
9563,000802-00-0783,C05,C13,,,,,,,,,,,,,,,,
9564,000802-00-0784,C03,C02,C11,C01,C13,,,,,,,,,,,,,
9565,000802-00-0785,C01,C14,,,,,,,,,,,,,,,,
9566,000802-00-0786,C01,C14,C03,C13,C04,,,,,,,,,,,,,
9567,000802-00-0788,C01,C04,,,,,,,,,,,,,,,,
9568,000802-00-0790,C02,C03,,,,,,,,,,,,,,,,
9569,000802-00-0791,C17,C05,C02,C16,C15,C06,C12,,,,,,,,,,,
9570,000802-00-0794,C14,C06,C07,C05,C12,C11,,,,,,,,,,,,
9571,000802-00-0796,C02,C12,C03,C01,C17,C13,C09,,,,,,,,,,,
9572,000802-00-0798,C02,C12,C03,C01,C18,C17,C13,,,,,,,,,,,
9573,000802-00-0800,C07,,,,,,,,,,,,,,,,,
9574,000802-00-0802,C01,,,,,,,,,,,,,,,,,
9575,000802-00-0805,C13,C04,C17,C11,C16,C02,C01,C05,,,,,,,,,,
9576,000802-00-0807,C05,,,,,,,,,,,,,,,,,
9577,000802-00-0808,C05,C15,,,,,,,,,,,,,,,,
9578,000802-00-0811,C16,C02,C12,C01,,,,,,,,,,,,,,
9579,000802-00-0813,C01,C11,C04,C12,,,,,,,,,,,,,,
9580,000802-00-0815,C14,C12,C03,,,,,,,,,,,,,,,
9581,000802-00-0817,C17,C01,C02,C03,,,,,,,,,,,,,,
9582,000802-00-0818,C11,C01,C03,C13,C16,,,,,,,,,,,,,
9583,000802-00-0820,C14,C01,C03,C02,C15,,,,,,,,,,,,,
9584,000802-00-0823,C02,C03,C13,C14,C15,,,,,,,,,,,,,
9585,000802-00-0825,C17,C05,C01,C12,C02,C11,C15,,,,,,,,,,,
9586,000802-00-0826,C05,C14,C01,C15,C10,C12,C02,,,,,,,,,,,
9587,000802-00-0829,C01,C02,C16,,,,,,,,,,,,,,,
9588,000802-00-0830,C12,C05,C01,C14,C02,C15,,,,,,,,,,,,
9589,000802-00-0833,C05,C01,C12,C13,C15,C02,C04,C03,,,,,,,,,,
9590,000802-00-0834,C17,C02,C05,C14,C16,,,,,,,,,,,,,
9591,000802-00-0836,C17,C02,C16,C05,C04,,,,,,,,,,,,,
9592,000802-00-0839,C05,C02,,,,,,,,,,,,,,,,
9593,000802-00-0841,C04,C01,C06,C03,C16,C14,,,,,,,,,,,,
9594,000802-00-0842,C09,C17,C14,C03,,,,,,,,,,,,,,
9595,000802-00-0845,C13,C15,C01,C03,C02,C04,C05,,,,,,,,,,,
9596,000802-00-0846,C12,C16,C14,C15,C02,,,,,,,,,,,,,
9597,000802-00-0848,C01,,,,,,,,,,,,,,,,,
9598,000802-00-0850,C12,,,,,,,,,,,,,,,,,
9599,000802-00-0853,C14,,,,,,,,,,,,,,,,,
9600,000802-00-0856,C01,C03,C05,C06,C07,C09,C15,C14,,,,,,,,,,
9601,000802-00-0858,C17,C02,C06,C10,,,,,,,,,,,,,,
9602,000802-00-0859,C13,C02,C01,,,,,,,,,,,,,,,
9603,000802-00-0862,C02,C01,C13,,,,,,,,,,,,,,,
9604,000802-00-0863,C01,C02,C03,,,,,,,,,,,,,,,
9605,000802-00-0866,C01,C13,C11,C02,C03,C17,C10,C12,C14,C15,,,,,,,,
9606,000802-00-0867,C14,C16,C01,C12,C17,C05,C18,C06,,,,,,,,,,
9607,000802-00-0869,C02,C03,C01,C12,C13,C14,C15,C16,,,,,,,,,,
9608,000802-00-0871,C02,C01,C13,,,,,,,,,,,,,,,
9609,000802-00-0872,C04,C17,C02,C14,C06,C08,C11,C13,,,,,,,,,,
9610,000802-00-0874,C03,C01,,,,,,,,,,,,,,,,
9611,000802-00-0876,C02,C01,C11,,,,,,,,,,,,,,,
9612,000802-00-0878,C04,C02,,,,,,,,,,,,,,,,
9613,000802-00-0880,C12,C02,C05,C11,C13,C01,C09,,,,,,,,,,,
9614,000802-00-0883,C02,C16,C13,,,,,,,,,,,,,,,
9615,000802-00-0885,C01,C02,C03,C13,C05,C16,C12,C14,,,,,,,,,,
9616,000802-00-0886,C01,C12,C14,C05,C03,,,,,,,,,,,,,
9617,000802-00-0888,C01,C02,C12,C03,,,,,,,,,,,,,,
9618,000802-00-0890,C04,C05,C09,C03,C12,C15,C11,,,,,,,,,,,
9619,000802-00-0893,C17,,,,,,,,,,,,,,,,,
9620,000802-00-0895,C01,C03,C04,C02,C15,C13,C12,C05,C11,,,,,,,,,
9621,000802-00-0896,C12,C01,C02,C04,C13,C17,,,,,,,,,,,,
9622,000802-00-0899,C04,C05,C02,C01,C03,C12,,,,,,,,,,,,
9623,000802-00-0901,C01,C12,C02,C03,,,,,,,,,,,,,,
9624,000802-00-0903,C01,C02,C03,C04,C05,C11,C12,C15,,,,,,,,,,
9625,000802-00-0904,C01,,,,,,,,,,,,,,,,,
9626,000802-00-0906,C13,C02,,,,,,,,,,,,,,,,
9627,000802-00-0908,C14,C02,C03,C13,C12,C11,C01,,,,,,,,,,,
9628,000802-00-0911,C03,C01,C12,,,,,,,,,,,,,,,
9629,000802-00-0913,C03,C05,C13,C01,C02,,,,,,,,,,,,,
9630,000802-00-0915,C17,C14,C10,C09,C08,C07,C06,C18,,,,,,,,,,
9631,000802-00-0916,C13,,,,,,,,,,,,,,,,,
9632,000802-00-0918,C17,,,,,,,,,,,,,,,,,
9633,000802-00-0919,C01,C04,C06,C07,C03,C11,C16,C10,C13,C08,C09,C12,C15,C17,,,,
9634,000802-00-0920,C01,C04,C05,C07,C03,C11,C16,C10,C13,C18,C09,C08,C12,C15,C17,,,
9635,000802-00-0922,C01,C02,C12,C05,C06,C09,C13,C17,C16,C14,C15,C11,C08,,,,,
9636,000802-00-0925,C05,C02,C04,C03,C01,C13,C12,C11,C15,,,,,,,,,
9637,000802-00-0926,C12,C09,C13,C01,C16,C04,C15,,,,,,,,,,,
9638,000802-00-0928,C12,C09,C01,C13,C16,C15,C04,,,,,,,,,,,
9639,000802-00-0931,C12,C14,C03,,,,,,,,,,,,,,,
9640,000802-00-0933,C14,C01,C12,C03,C05,,,,,,,,,,,,,
9641,000802-00-0935,C12,C01,C17,C11,C03,C13,,,,,,,,,,,,
9642,000802-00-0937,C15,C11,C02,C05,,,,,,,,,,,,,,
9643,000802-00-0940,C01,C12,C13,C14,C15,C16,C17,C02,C03,C05,C06,C07,C08,C09,C10,C11,C04,C18
9644,000802-00-0942,C02,C03,C17,,,,,,,,,,,,,,,
9645,000802-00-0943,C01,C15,C16,C02,C03,C12,C14,,,,,,,,,,,
9646,000802-00-0945,C02,C01,,,,,,,,,,,,,,,,
9647,000802-00-0948,C01,C12,C05,,,,,,,,,,,,,,,
9648,000802-00-0950,C04,C02,C03,C06,C05,C15,C08,C18,C12,C13,C17,C07,C09,C11,C14,C16,C01,C10
9649,000802-00-0952,C17,C09,C02,,,,,,,,,,,,,,,
9650,000802-00-0953,C15,C12,C11,C05,C14,C01,,,,,,,,,,,,
9651,000802-00-0956,C02,C01,C05,,,,,,,,,,,,,,,
9652,000802-00-0957,C14,C02,C01,,,,,,,,,,,,,,,
9653,000802-00-0959,C02,C11,C13,C03,C05,C12,C15,C04,C01,,,,,,,,,
9654,000802-00-0962,C02,C03,C13,,,,,,,,,,,,,,,
9655,000802-00-0964,C02,C03,C13,,,,,,,,,,,,,,,
9656,000802-00-0965,C03,C13,C05,C12,C02,C17,C18,C09,C16,,,,,,,,,
9657,000802-00-0968,C01,C05,C16,C12,,,,,,,,,,,,,,
9658,000802-00-0970,C02,,,,,,,,,,,,,,,,,
9659,000802-00-0971,C01,,,,,,,,,,,,,,,,,
9660,000802-00-0972,C01,,,,,,,,,,,,,,,,,
9661,000802-00-0974,C10,C14,C16,C17,C18,C11,C12,C01,C06,C09,C07,C08,,,,,,
9662,000802-00-0976,C12,C02,C14,C15,C17,C01,C05,,,,,,,,,,,
9663,000802-00-0979,C14,C04,C01,C18,C06,C07,C10,C16,C11,,,,,,,,,
9664,000802-00-0981,C05,C02,C16,,,,,,,,,,,,,,,
9665,000802-00-0982,C01,C11,C14,C15,,,,,,,,,,,,,,
9666,000802-00-0983,C09,C01,C02,C17,,,,,,,,,,,,,,
9667,000802-00-0985,C01,C11,C15,C14,C16,C02,,,,,,,,,,,,
9668,000802-00-0988,C14,C03,,,,,,,,,,,,,,,,
9669,000802-00-0989,C14,C03,,,,,,,,,,,,,,,,
9670,000802-00-0992,C02,C05,,,,,,,,,,,,,,,,
9671,000802-00-0993,C05,C01,C04,C16,,,,,,,,,,,,,,
9672,000802-00-0995,C02,C01,C09,C18,C13,C11,,,,,,,,,,,,
9673,000802-00-0997,C04,,,,,,,,,,,,,,,,,
9674,000802-00-0999,C04,,,,,,,,,,,,,,,,,
9675,000802-00-1002,C02,C01,,,,,,,,,,,,,,,,
9676,000802-00-1004,C05,C12,C17,,,,,,,,,,,,,,,
9677,000802-00-1005,C05,C12,C17,,,,,,,,,,,,,,,
9678,000802-00-1007,C02,,,,,,,,,,,,,,,,,
9679,000802-00-1009,C02,C13,C17,,,,,,,,,,,,,,,
9680,000802-00-1011,C01,C12,C17,,,,,,,,,,,,,,,
9681,000802-00-1013,C12,C01,,,,,,,,,,,,,,,,
9682,000802-00-1015,C05,C04,C01,C14,C16,,,,,,,,,,,,,
9683,000802-00-1019,C13,C17,C01,C15,C02,C03,C07,C09,,,,,,,,,,
9684,000802-00-1020,C01,,,,,,,,,,,,,,,,,
9685,000802-00-1021,C01,C15,C04,,,,,,,,,,,,,,,
9686,000803-00-0002,C13,C02,C05,C11,C03,C09,C12,C01,,,,,,,,,,
9687,000803-00-0003,C08,C01,C10,WI0,,,,,,,,,,,,,,
9688,000803-00-0004,C04,C01,C03,C07,,,,,,,,,,,,,,
9689,000803-00-0004,WI0,,,,,,,,,,,,,,,,,
9690,000803-00-0005,C12,C05,C17,,,,,,,,,,,,,,,
9691,000803-00-0008,C12,C05,C09,C13,C17,,,,,,,,,,,,,
9692,000803-00-0009,C01,C03,C02,,,,,,,,,,,,,,,
9693,000803-00-0012,C11,C09,C01,C13,,,,,,,,,,,,,,
9694,000803-00-0013,C06,C04,C05,C02,C14,,,,,,,,,,,,,
9695,000803-00-0016,C01,C04,C02,C13,C10,C09,C08,C05,,,,,,,,,,
9696,000803-00-0018,C08,C05,C12,C17,C15,C03,C02,C11,C01,C14,C16,C13,C06,C09,C04,C18,C07,C10
9697,000803-00-0019,C17,C12,C05,C16,C13,C15,,,,,,,,,,,,
9698,000803-00-0022,C01,C13,C02,C03,,,,,,,,,,,,,,
9699,000803-00-0023,C12,C03,C17,C18,C09,C01,C13,C02,C15,C05,C04,C06,C07,C10,C08,C11,C14,C16
9700,000803-00-0025,C14,C01,C02,C03,C13,C16,C06,,,,,,,,,,,
9701,000803-00-0027,C13,C11,C03,C02,C17,,,,,,,,,,,,,
9702,000803-00-0029,C01,C02,C03,C12,,,,,,,,,,,,,,
9703,000803-00-0032,C16,C01,C14,C15,,,,,,,,,,,,,,
9704,000803-00-0034,C01,C13,,,,,,,,,,,,,,,,
9705,000803-00-0035,C16,C05,C02,C17,,,,,,,,,,,,,,
9706,000803-00-0038,C01,C03,C13,C07,,,,,,,,,,,,,,
9707,000803-00-0039,C01,C03,C02,C11,C05,C04,C13,,,,,,,,,,,
9708,000803-00-0041,C03,C16,C07,C01,C13,,,,,,,,,,,,,
9709,000803-00-0044,C06,C04,,,,,,,,,,,,,,,,
9710,000803-00-0045,C11,C12,C17,C16,C01,,,,,,,,,,,,,
9711,000803-00-0047,C05,C11,C14,C01,C02,C12,C15,C16,C03,C04,C17,C13,,,,,,
9712,000803-00-0049,C06,C01,,,,,,,,,,,,,,,,
9713,000803-00-0051,C12,C02,C01,,,,,,,,,,,,,,,
9714,000803-00-0054,C11,C15,C01,C03,C05,C13,,,,,,,,,,,,
9715,000803-00-0056,C01,C11,,,,,,,,,,,,,,,,
9716,000803-00-0057,C03,C01,C15,C04,C05,C12,C11,C02,,,,,,,,,,
9717,000803-00-0059,C01,C03,C09,C13,C11,C18,C16,C12,C05,,,,,,,,,
9718,000803-00-0061,C11,C03,,,,,,,,,,,,,,,,
9719,000803-00-0064,C11,C01,C09,C03,C13,C02,C15,C05,C17,,,,,,,,,
9720,000803-00-0066,C04,C05,C02,C03,C13,C01,C16,C15,C09,,,,,,,,,
9721,000803-00-0067,C04,C05,C02,C03,C13,C01,C16,C09,C15,,,,,,,,,
9722,000803-00-0070,C06,C01,C12,C05,C04,C13,C11,C17,,,,,,,,,,
9723,000803-00-0071,C02,C16,C03,C04,C14,C15,C01,C05,,,,,,,,,,
9724,000803-00-0074,C12,C05,C17,C16,,,,,,,,,,,,,,
9725,000803-00-0076,C05,C02,C11,,,,,,,,,,,,,,,
9726,000803-00-0077,C02,C12,C05,C11,C13,C14,,,,,,,,,,,,
9727,000803-00-0079,C01,C07,C11,C16,C02,,,,,,,,,,,,,
9728,000803-00-0082,C13,C15,C11,C12,C05,C02,C01,C03,C04,,,,,,,,,
9729,000803-00-0084,C13,C05,,,,,,,,,,,,,,,,
9730,000803-00-0085,C17,C01,C02,C03,C13,C16,,,,,,,,,,,,
9731,000803-00-0088,C11,C04,C03,C01,C13,C05,C12,C15,C02,,,,,,,,,
9732,000803-00-0089,C10,C14,C16,C17,C18,,,,,,,,,,,,,
9733,000803-00-0091,C02,C14,C06,C16,C01,C12,C04,C03,,,,,,,,,,
9734,000803-00-0093,C15,C04,C14,C17,C18,C08,C07,C06,,,,,,,,,,
9735,000803-00-0095,C15,C04,C14,C17,C18,C08,C07,C06,,,,,,,,,,
9736,000803-00-0098,C01,C02,C11,C16,C12,,,,,,,,,,,,,
9737,000803-00-0100,C16,,,,,,,,,,,,,,,,,
9738,000803-00-0101,C13,C16,C02,C03,,,,,,,,,,,,,,
9739,000803-00-0103,C12,C05,,,,,,,,,,,,,,,,
9740,000803-00-0106,C03,C02,C04,C13,C11,C01,C05,C17,C16,,,,,,,,,
9741,000803-00-0107,C02,C11,C03,C04,,,,,,,,,,,,,,
9742,000803-00-0110,C04,C03,C05,,,,,,,,,,,,,,,
9743,000803-00-0112,C01,C03,C02,C05,C13,C11,C06,C04,C18,C17,C15,C12,C10,C09,,,,
9744,000803-00-0113,C03,C02,C01,C04,C12,C14,C17,C13,C11,C16,,,,,,,,
9745,000803-00-0114,C15,C01,,,,,,,,,,,,,,,,
9746,000803-00-0116,C02,C03,C05,C13,C04,C01,C17,C11,,,,,,,,,,
9747,000803-00-0119,C15,C11,C12,C01,C02,,,,,,,,,,,,,
9748,000803-00-0120,C06,C14,C16,C04,C02,,,,,,,,,,,,,
9749,000803-00-0122,C08,C04,C11,C01,,,,,,,,,,,,,,
9750,000803-00-0124,C12,C02,C01,C16,,,,,,,,,,,,,,
9751,000803-00-0125,C02,C12,C04,,,,,,,,,,,,,,,
9752,000803-00-0128,C02,C03,,,,,,,,,,,,,,,,
9753,000803-00-0129,C02,C03,C16,,,,,,,,,,,,,,,
9754,000803-00-0131,C02,C12,C16,C13,C04,C06,C14,C15,C09,,,,,,,,,
9755,000901-00-0001,0),,,,,,,,,,,,,,,,,
9756,000901-00-0002,C17,C01,C13,C03,,,,,,,,,,,,,,
9757,000901-00-0002,0),,,,,,,,,,,,,,,,,
9758,000901-00-0003,C17,C01,C13,C03,,,,,,,,,,,,,,
9759,000901-00-0003,0),,,,,,,,,,,,,,,,,
9760,000901-00-0004,0),,,,,,,,,,,,,,,,,
9761,000901-00-0005,C05,C17,C11,C13,C01,,,,,,,,,,,,,
9762,000901-00-0005,C14,C02,,,,,,,,,,,,,,,,
9763,000901-00-0006,C05,C02,C01,,,,,,,,,,,,,,,
9764,000901-00-0007,C14,C02,C11,C13,C01,C03,C05,C17,,,,,,,,,,
9765,000901-00-0008,C16,C04,C14,C01,,,,,,,,,,,,,,
9766,000901-00-0008,C06,C16,C14,C04,C17,C02,C01,C12,,,,,,,,,,
9767,000901-00-0009,C02,C01,C16,,,,,,,,,,,,,,,
9768,000901-00-0009,C05,C03,C14,C15,,,,,,,,,,,,,,
9769,000901-00-0010,C05,WI0,,,,,,,,,,,,,,,,
9770,000901-00-0010,C17,C01,C12,,,,,,,,,,,,,,,
9771,000901-00-0011,WI0,C18,C17,C16,C10,C09,C08,C07,C06,C14,,,,,,,,
9772,000901-00-0012,C17,C12,C01,C08,WI0,WI0,C11,,,,,,,,,,,
9773,000901-00-0012,C17,C16,C06,C14,C07,C05,C02,C15,C13,,,,,,,,,
9774,000901-00-0013,C15,C16,C17,C14,C13,C12,C11,C05,C04,C03,overvote,,,,,,,
9775,000901-00-0014,C02,C09,C01,C05,C14,C17,,,,,,,,,,,,
9776,000901-00-0014,C13,C11,C03,C05,,,,,,,,,,,,,,
9777,000901-00-0015,overvote,,,,,,,,,,,,,,,,,
9778,000901-00-0016,C02,C18,C04,C17,C15,,,,,,,,,,,,,
9779,000901-00-0016,C05,C02,C15,C03,C01,,,,,,,,,,,,,
9780,000901-00-0017,C01,C02,C03,C04,C05,C11,C12,C15,C16,C14,C06,C07,C08,C09,C10,C13,C17,C18
9781,000901-00-0018,C05,C01,C12,C02,C13,C03,,,,,,,,,,,,
9782,000901-00-0018,overvote,,,,,,,,,,,,,,,,,
9783,000901-00-0019,C14,C01,C02,C05,C12,C03,C04,C17,C15,C13,C10,C11,C18,C09,C08,C16,C06,C07
9784,000901-00-0020,C03,C09,,,,,,,,,,,,,,,,
9785,000901-00-0020,C01,C12,C03,C09,C02,,,,,,,,,,,,,
9786,000901-00-0021,C13,C12,C11,C02,C03,C04,,,,,,,,,,,,
9787,000901-00-0023,C03,C01,C02,C12,C13,C05,,,,,,,,,,,,
9788,000901-00-0026,C03,C01,C05,C11,,,,,,,,,,,,,,
9789,000901-00-0028,C16,C01,C03,,,,,,,,,,,,,,,
9790,000901-00-0030,C02,C12,C01,C05,C04,C16,,,,,,,,,,,,
9791,000901-00-0031,C05,C17,C09,C12,C15,,,,,,,,,,,,,
9792,000901-00-0033,C05,C09,C17,C14,C15,C06,C12,C16,,,,,,,,,,
9793,000901-00-0035,C05,C15,C03,C11,C04,,,,,,,,,,,,,
9794,000901-00-0037,C03,C12,C01,C05,,,,,,,,,,,,,,
9795,000901-00-0040,C01,C14,C12,C11,C02,C15,C05,C03,,,,,,,,,,
9796,000901-00-0041,C18,C14,C16,C06,C09,C07,C12,C13,C02,C15,C17,C04,C05,C11,C03,C01,,
9797,000901-00-0044,C01,C14,C12,C11,C02,C15,C05,C03,,,,,,,,,,
9798,000901-00-0045,C02,C12,C01,C05,C13,C04,C16,C14,C03,,,,,,,,,
