,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,24th Choice,25th Choice
7309,"000303-00-0327,10021,001,1)",C03,C02,C08,C25,,,,,,,,,,,,,,,,,,,,,
7310,"000303-00-0328,10003,001,1)",C18,C16,C01,,,,,,,,,,,,,,,,,,,,,,
7311,"000303-00-0331,10024,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
7312,"000303-00-0333,10004,001,1)",C08,C18,,,,,,,,,,,,,,,,,,,,,,,
7313,"000303-00-0335,10001,001,1)",C21,C20,C03,C05,C18,C16,C06,C24,C15,,,,,,,,,,,,,,,,
7314,"000303-00-0337,10002,001,1)",C22,C08,C16,C01,,,,,,,,,,,,,,,,,,,,,
7315,"000303-00-0339,10011,001,1)",C22,C05,,,,,,,,,,,,,,,,,,,,,,,
7316,"000303-00-0341,10010,001,1)",C01,C20,,,,,,,,,,,,,,,,,,,,,,,
7317,"000303-00-0342,10009,001,1)",C21,C03,C10,,,,,,,,,,,,,,,,,,,,,,
7318,"000303-00-0345,10008,001,1)",C10,C03,C23,C04,C17,C18,C21,C16,C19,,,,,,,,,,,,,,,,
7319,"000303-00-0346,10006,001,1)",C10,C21,C17,C23,C01,,,,,,,,,,,,,,,,,,,,
7320,"000303-00-0348,10012,001,1)",C01,C16,C20,C21,C03,C06,,,,,,,,,,,,,,,,,,,
7321,"000303-00-0350,10013,001,1)",C20,C10,,,,,,,,,,,,,,,,,,,,,,,
7322,"000303-00-0352,10016,001,1)",C20,C03,C08,,,,,,,,,,,,,,,,,,,,,,
7323,"000303-00-0354,10015,001,1)",C20,,,,,,,,,,,,,,,,,,,,,,,,
7324,"000303-00-0357,10017,001,1)",C21,C02,C03,C12,C17,C23,C01,,,,,,,,,,,,,,,,,,
7325,"000303-00-0358,10019,001,1)",C20,,,,,,,,,,,,,,,,,,,,,,,,
7326,"000303-00-0361,10000,001,1)",C03,,,,,,,,,,,,,,,,,,,,,,,,
7327,"000303-00-0362,10007,001,1)",C18,C16,C02,C01,C11,C24,,,,,,,,,,,,,,,,,,,
7328,"000303-00-0365,10003,001,1)",C08,C20,C24,C23,C19,,,,,,,,,,,,,,,,,,,,
7329,"000303-00-0367,10001,001,1)",C03,C18,C21,C10,,,,,,,,,,,,,,,,,,,,,
7330,"000303-00-0369,10004,001,1)",C16,C23,C02,C04,C09,C22,C17,C15,C01,,,,,,,,,,,,,,,,
7331,"000303-00-0372,10005,001,1)",C21,C17,C05,C14,C09,,,,,,,,,,,,,,,,,,,,
7332,"000303-00-0373,10009,001,1)",C08,C20,C01,C05,,,,,,,,,,,,,,,,,,,,,
7333,"000303-00-0374,10007,001,1)",C02,C21,C11,C20,C10,,,,,,,,,,,,,,,,,,,,
7334,"000303-00-0376,10008,001,1)",C02,C21,C11,C20,C10,,,,,,,,,,,,,,,,,,,,
7335,"000303-00-0378,10010,001,1)",C01,C21,C10,C20,C22,C25,C02,C03,C06,C07,C09,C08,C04,C23,C19,C17,C11,C15,C13,C14,C12,C16,C05,C24,C18
7336,"000303-00-0379,10011,001,1)",C02,C09,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C01,C03,C04,,,,,,
7337,"000303-00-0382,10013,001,1)",C11,C02,C09,C01,C22,,,,,,,,,,,,,,,,,,,,
7338,"000303-00-0384,10014,001,1)",C23,C21,C20,C22,,,,,,,,,,,,,,,,,,,,,
7339,"000303-00-0385,10017,001,1)",C16,,,,,,,,,,,,,,,,,,,,,,,,
7340,"000303-00-0387,10015,001,1)",C21,C18,C09,C05,,,,,,,,,,,,,,,,,,,,,
7341,"000303-00-0389,10016,001,1)",C01,C16,C18,,,,,,,,,,,,,,,,,,,,,,
7342,"000303-00-0391,10019,001,1)",C08,C18,C10,,,,,,,,,,,,,,,,,,,,,,
7343,"000303-00-0393,10018,001,1)",C01,C18,C21,C16,C17,C23,C03,C05,C08,,,,,,,,,,,,,,,,
7344,"000303-00-0395,10021,001,1)",C18,C23,C09,C22,C06,C16,,,,,,,,,,,,,,,,,,,
7345,"000303-00-0396,10020,001,1)",C19,C03,C21,C17,C20,C06,C16,C01,C25,,,,,,,,,,,,,,,,
7346,"000303-00-0397,10023,001,1)",C02,C21,C18,C09,C22,C01,C10,C04,C23,,,,,,,,,,,,,,,,
7347,"000303-00-0400,10000,001,1)",C01,C05,C18,C20,C02,,,,,,,,,,,,,,,,,,,,
7348,"000303-00-0401,10001,001,1)",C03,C19,C18,C16,C09,,,,,,,,,,,,,,,,,,,,
7349,"000303-00-0403,10004,001,1)",C17,,,,,,,,,,,,,,,,,,,,,,,,
7350,"000303-00-0404,10024,001,1)",C02,C08,C21,C10,C03,C18,C05,C09,C23,,,,,,,,,,,,,,,,
7351,"000303-00-0406,10007,001,1)",C18,C01,C16,,,,,,,,,,,,,,,,,,,,,,
7352,"000303-00-0408,10006,001,1)",C14,C16,C18,,,,,,,,,,,,,,,,,,,,,,
7353,"000303-00-0410,10002,001,1)",C18,C20,C16,,,,,,,,,,,,,,,,,,,,,,
7354,"000303-00-0411,10005,001,1)",C08,C19,C16,,,,,,,,,,,,,,,,,,,,,,
7355,"000303-00-0413,10008,001,1)",C01,C16,C18,,,,,,,,,,,,,,,,,,,,,,
7356,"000303-00-0415,10010,001,1)",C09,C03,C18,,,,,,,,,,,,,,,,,,,,,,
7357,"000303-00-0416,10009,001,1)",C02,C11,C16,C03,C05,C06,,,,,,,,,,,,,,,,,,,
7358,"000303-00-0419,10011,001,1)",C03,C09,C12,,,,,,,,,,,,,,,,,,,,,,
7359,"000303-00-0420,10013,001,1)",C16,C01,C18,C03,,,,,,,,,,,,,,,,,,,,,
7360,"000303-00-0422,10012,001,1)",C01,C16,C18,,,,,,,,,,,,,,,,,,,,,,
7361,"000303-00-0424,10014,001,1)",C16,C19,C18,,,,,,,,,,,,,,,,,,,,,,
7362,"000303-00-0426,10016,001,1)",C05,C09,C21,C02,C18,C01,,,,,,,,,,,,,,,,,,,
7363,"000303-00-0429,10015,001,1)",C05,C09,C21,C02,C19,C01,C18,C16,,,,,,,,,,,,,,,,,
7364,"000303-00-0431,10017,001,1)",C02,C21,C05,C19,C23,,,,,,,,,,,,,,,,,,,,
7365,"000303-00-0432,10019,001,1)",C21,C03,C22,C17,,,,,,,,,,,,,,,,,,,,,
7366,"000303-00-0436,10021,001,1)",C15,,,,,,,,,,,,,,,,,,,,,,,,
7367,"000303-00-0437,10000,001,1)",C16,C18,,,,,,,,,,,,,,,,,,,,,,,
7368,"000303-00-0438,10023,001,1)",C17,C21,C23,C16,C03,C18,,,,,,,,,,,,,,,,,,,
7369,"000303-00-0440,10020,001,1)",C03,C16,C17,C08,C05,C21,C10,C20,C18,,,,,,,,,,,,,,,,
7370,"000303-00-0442,10001,001,1)",C12,C09,C11,,,,,,,,,,,,,,,,,,,,,,
7371,"000303-00-0443,10024,001,1)",C18,C04,C21,C23,,,,,,,,,,,,,,,,,,,,,
7372,"000303-00-0445,10005,001,1)",C15,,,,,,,,,,,,,,,,,,,,,,,,
7373,"000303-00-0447,10004,001,1)",C21,C02,C17,C01,C09,C11,C20,,,,,,,,,,,,,,,,,,
7374,"000303-00-0448,10007,001,1)",C15,C17,C19,C09,C10,C11,C12,C13,C14,C22,C23,C24,C25,C01,C02,C04,C06,C07,,,,,,,
7375,"000303-00-0451,10009,001,1)",C19,C21,,,,,,,,,,,,,,,,,,,,,,,
7376,"000303-00-0452,10003,001,1)",C20,C10,C06,C03,,,,,,,,,,,,,,,,,,,,,
7377,"000303-00-0454,10010,001,1)",C21,C20,C19,C11,C12,C13,C14,C15,C16,C17,C18,C22,C23,C24,C25,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10
7378,"000303-00-0456,10013,001,1)",C17,C19,C23,C09,,,,,,,,,,,,,,,,,,,,,
7379,"000303-00-0457,10011,001,1)",C03,C16,C17,C01,C08,C04,C06,C20,C21,C18,C09,C23,C05,C02,C19,C15,C14,C22,C12,C07,C25,C13,C24,C10,C11
7380,"000303-00-0459,10015,001,1)",C10,C18,C03,C19,,,,,,,,,,,,,,,,,,,,,
7381,"000303-00-0460,10014,001,1)",C03,,,,,,,,,,,,,,,,,,,,,,,,
7382,"000303-00-0461,10016,001,1)",C24,C11,C02,C04,C01,C19,C09,C16,C05,C17,C10,C08,,,,,,,,,,,,,
7383,"000303-00-0464,10014,001,1)",C01,C25,C21,C04,C24,C23,C18,C15,C22,,,,,,,,,,,,,,,,
7384,"000303-00-0466,10013,001,1)",C16,C18,C01,,,,,,,,,,,,,,,,,,,,,,
7385,"000303-00-0467,10017,001,1)",C16,C18,C08,C01,C03,C21,C20,C09,C04,C15,,,,,,,,,,,,,,,
7386,"000303-00-0469,10016,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
7387,"000303-00-0470,10019,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
7388,"000303-00-0473,10017,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
7389,"000303-00-0475,10015,001,1)",C02,C21,C05,C19,C23,,,,,,,,,,,,,,,,,,,,
7390,"000303-00-0477,10020,001,1)",C21,C10,C03,C19,C18,C08,C16,C20,C04,,,,,,,,,,,,,,,,
7391,"000303-00-0480,10023,001,1)",C21,C10,C01,C18,C23,,,,,,,,,,,,,,,,,,,,
7392,"000303-00-0481,10024,001,1)",C01,C19,C11,C09,C05,,,,,,,,,,,,,,,,,,,,
7393,"000303-00-0483,10000,001,1)",C23,C09,C03,C01,C17,C21,C19,C04,C22,,,,,,,,,,,,,,,,
7394,"000303-00-0485,10002,001,1)",C17,C21,C03,C20,,,,,,,,,,,,,,,,,,,,,
7395,"000303-00-0487,10004,001,1)",C02,C21,C09,C18,C10,C05,C22,C01,C19,,,,,,,,,,,,,,,,
7396,"000303-00-0488,10003,001,1)",C02,C21,C09,C18,C10,C05,C04,,,,,,,,,,,,,,,,,,
7397,"000303-00-0490,10006,001,1)",C18,C24,C04,C17,C16,C08,C10,C23,C25,C02,,,,,,,,,,,,,,,
7398,"000303-00-0493,10005,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
7399,"000303-00-0495,10007,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
7400,"000303-00-0497,10009,001,1)",C01,C21,C08,,,,,,,,,,,,,,,,,,,,,,
7401,"000303-00-0498,10008,001,1)",C20,C01,C07,,,,,,,,,,,,,,,,,,,,,,
7402,"000303-00-0500,10010,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
7403,"000303-00-0503,10011,001,1)",C21,C02,C09,C10,C17,C05,,,,,,,,,,,,,,,,,,,
7404,"000303-00-0505,10015,001,1)",C21,C01,C16,C18,C07,C05,C11,C19,,,,,,,,,,,,,,,,,
7405,"000303-00-0507,10013,001,1)",C18,C20,C21,,,,,,,,,,,,,,,,,,,,,,
7406,"000303-00-0509,10017,001,1)",C10,C18,C17,C16,,,,,,,,,,,,,,,,,,,,,
7407,"000303-00-0510,10016,001,1)",C16,C07,C20,C17,C11,C03,C24,C22,C04,C06,,,,,,,,,,,,,,,
7408,"000303-00-0513,10014,001,1)",C03,C23,,,,,,,,,,,,,,,,,,,,,,,
7409,"000303-00-0514,10018,001,1)",C01,C08,C15,C16,,,,,,,,,,,,,,,,,,,,,
7410,"000303-00-0516,10019,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
7411,"000303-00-0519,10022,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
7412,"000303-00-0521,10023,001,1)",C21,C08,C19,C05,C02,C10,C15,,,,,,,,,,,,,,,,,,
7413,"000303-00-0522,10024,001,1)",C16,C18,C04,,,,,,,,,,,,,,,,,,,,,,
7414,"000303-00-0525,10000,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
7415,"000303-00-0526,10001,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
7416,"000303-00-0527,10004,001,1)",C02,C21,C18,C09,,,,,,,,,,,,,,,,,,,,,
7417,"000303-00-0529,10008,001,1)",C21,C02,C12,C17,C10,,,,,,,,,,,,,,,,,,,,
7418,"000303-00-0531,10005,001,1)",C18,C16,C21,C03,C09,C15,,,,,,,,,,,,,,,,,,,
7419,"000303-00-0534,10007,001,1)",C01,C23,C10,C20,C21,C18,C16,,,,,,,,,,,,,,,,,,
7420,"000303-00-0535,10010,001,1)",C21,C01,C23,C18,C16,C05,,,,,,,,,,,,,,,,,,,
7421,"000303-00-0537,10006,001,1)",C18,C01,C16,,,,,,,,,,,,,,,,,,,,,,
7422,"000303-00-0539,10009,001,1)",C16,C18,C20,C08,C03,C11,C21,C05,C10,C12,C13,C14,C15,C17,C19,C22,C23,C24,C25,C01,C02,C04,C06,C07,C09
7423,"000303-00-0541,10011,001,1)",C21,C01,C03,C09,C04,,,,,,,,,,,,,,,,,,,,
7424,"000303-00-0543,10013,001,1)",C02,C03,C09,C12,C17,C19,C21,C22,C23,C16,C18,C10,,,,,,,,,,,,,
7425,"000303-00-0546,10018,001,1)",C01,C16,C22,C08,,,,,,,,,,,,,,,,,,,,,
7426,"000303-00-0549,10019,001,1)",C09,C10,C12,C18,,,,,,,,,,,,,,,,,,,,,
7427,"000303-00-0551,10017,001,1)",C03,C06,C20,C16,C17,C11,C10,C08,C05,,,,,,,,,,,,,,,,
7428,"000303-00-0553,10021,001,1)",C08,C18,C20,,,,,,,,,,,,,,,,,,,,,,
7429,"000303-00-0554,10022,001,1)",C02,C03,C09,C10,C12,C17,C19,C21,C22,C23,,,,,,,,,,,,,,,
7430,"000303-00-0556,10024,001,1)",C01,C08,C16,C22,C03,,,,,,,,,,,,,,,,,,,,
7431,"000303-00-0558,10002,001,1)",C16,C01,C18,,,,,,,,,,,,,,,,,,,,,,
7432,"000303-00-0559,10020,001,1)",C01,C16,C18,C20,C05,C08,C03,C21,,,,,,,,,,,,,,,,,
7433,"000303-00-0561,10000,001,1)",C18,C08,C17,C10,C03,C20,C16,,,,,,,,,,,,,,,,,,
7434,"000303-00-0563,10001,001,1)",C17,C20,C21,,,,,,,,,,,,,,,,,,,,,,
7435,"000303-00-0566,10003,001,1)",C01,C16,C18,C20,C08,C02,,,,,,,,,,,,,,,,,,,
7436,"000303-00-0567,10004,001,1)",C09,C12,C21,C23,C04,C18,C08,C07,C05,C06,C10,C11,C13,C14,C15,C16,C17,C19,C20,C22,C24,C25,C01,C02,C03
7437,"000303-00-0570,10005,001,1)",C01,C09,C16,C18,C22,C08,C03,C20,C05,C10,,,,,,,,,,,,,,,
7438,"000303-00-0572,10008,001,1)",C16,,,,,,,,,,,,,,,,,,,,,,,,
7439,"000303-00-0574,10007,001,1)",C18,C16,,,,,,,,,,,,,,,,,,,,,,,
7440,"000303-00-0575,10006,001,1)",C18,C05,C03,C20,C16,C08,,,,,,,,,,,,,,,,,,,
7441,"000303-00-0578,10009,001,1)",C02,C09,C21,C10,C22,C14,,,,,,,,,,,,,,,,,,,
7442,"000303-00-0579,10011,001,1)",C02,C09,C21,C10,C22,C19,,,,,,,,,,,,,,,,,,,
7443,"000303-00-0580,10012,001,1)",C03,C01,C21,C09,C19,C02,,,,,,,,,,,,,,,,,,,
7444,"000303-00-0583,10015,001,1)",C10,,,,,,,,,,,,,,,,,,,,,,,,
7445,"000303-00-0585,10014,001,1)",C18,C16,C02,C01,C10,C09,C20,,,,,,,,,,,,,,,,,,
7446,"000303-00-0586,10013,001,1)",C21,C22,C03,C18,C19,C09,C12,,,,,,,,,,,,,,,,,,
7447,"000303-00-0589,10017,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
7448,"000303-00-0590,10020,001,1)",C01,C25,C08,C17,C19,,,,,,,,,,,,,,,,,,,,
7449,"000303-00-0592,10019,001,1)",C20,C18,C08,C09,C25,C16,C06,C01,C23,C21,C13,C15,C17,,,,,,,,,,,,
7450,"000303-00-0594,10023,001,1)",C01,C18,,,,,,,,,,,,,,,,,,,,,,,
7451,"000303-00-0597,10021,001,1)",C03,C16,C20,C18,,,,,,,,,,,,,,,,,,,,,
7452,"000303-00-0599,10006,001,1)",C07,,,,,,,,,,,,,,,,,,,,,,,,
7453,"000303-00-0601,10004,001,1)",C16,C01,C18,C21,C03,C10,C22,,,,,,,,,,,,,,,,,,
7454,"000303-00-0603,10007,001,1)",C08,C09,C10,C11,C12,C13,C14,C15,C17,C18,C19,C20,C21,C22,C23,C24,C25,C01,C02,C03,C04,C05,C06,C16,
7455,"000303-00-0604,10010,001,1)",C01,C10,C18,C16,C11,,,,,,,,,,,,,,,,,,,,
7456,"000303-00-0606,10002,001,1)",C02,C04,C09,C12,C05,C06,C07,C08,C17,C18,C15,C10,C11,C13,C16,,,,,,,,,,
7457,"000303-00-0610,10009,001,1)",C16,C02,C01,C06,C13,C12,C11,C25,C24,,,,,,,,,,,,,,,,
7458,"000303-00-0612,10011,001,1)",C03,C09,C18,C16,,,,,,,,,,,,,,,,,,,,,
7459,"000303-00-0615,10013,001,1)",C16,,,,,,,,,,,,,,,,,,,,,,,,
7460,"000303-00-0617,10019,001,1)",C03,C19,C20,C23,C08,C09,,,,,,,,,,,,,,,,,,,
7461,"000303-00-0618,10014,001,1)",C02,C04,C09,C21,C12,C05,C06,C01,C23,C07,C08,C17,C18,C20,C22,C03,C15,C10,C11,C13,C16,C19,,,
7462,"000303-00-0619,10018,001,1)",C18,C01,C08,C20,C16,C21,C10,,,,,,,,,,,,,,,,,,
7463,"000303-00-0622,10021,001,1)",C01,C05,C18,,,,,,,,,,,,,,,,,,,,,,
7464,"000303-00-0624,10020,001,1)",C18,C20,C01,C10,C08,C16,C21,C03,C17,C04,C23,C19,,,,,,,,,,,,,
7465,"000303-00-0626,10024,001,1)",C16,C18,C01,,,,,,,,,,,,,,,,,,,,,,
7466,"000303-00-0627,10023,001,1)",C16,C08,C05,C03,C18,C20,C21,,,,,,,,,,,,,,,,,,
7467,"000303-00-0629,10019,001,1)",C20,C22,,,,,,,,,,,,,,,,,,,,,,,
7468,"000303-00-0632,10020,001,1)",C20,,,,,,,,,,,,,,,,,,,,,,,,
7469,"000303-00-0633,10021,001,1)",C01,C16,C18,,,,,,,,,,,,,,,,,,,,,,
7470,"000303-00-0636,10022,001,1)",C02,C21,C19,C20,C24,,,,,,,,,,,,,,,,,,,,
7471,"000303-00-0637,10023,001,1)",C20,C18,C16,,,,,,,,,,,,,,,,,,,,,,
7472,"000303-00-0640,10000,001,1)",C19,C03,C10,,,,,,,,,,,,,,,,,,,,,,
7473,"000303-00-0641,10022,001,1)",C09,C03,C11,C19,C23,C12,C17,C07,,,,,,,,,,,,,,,,,
7474,"000303-00-0642,10024,001,1)",C03,C18,C21,,,,,,,,,,,,,,,,,,,,,,
7475,"000303-00-0645,10001,001,1)",C01,C18,C21,,,,,,,,,,,,,,,,,,,,,,
7476,"000303-00-0648,10002,001,1)",C03,C17,C04,C19,C01,C21,C09,C10,C18,,,,,,,,,,,,,,,,
7477,"000303-00-0649,10003,001,1)",C03,C02,,,,,,,,,,,,,,,,,,,,,,,
7478,"000303-00-0650,10005,001,1)",C01,C11,C15,,,,,,,,,,,,,,,,,,,,,,
7479,"000303-00-0652,10007,001,1)",C03,C10,C17,C18,C04,C16,C20,C23,C05,C01,,,,,,,,,,,,,,,
7480,"000303-00-0653,10004,001,1)",C01,C19,C18,C10,C20,C04,C03,C11,C16,,,,,,,,,,,,,,,,
7481,"000303-00-0654,10009,001,1)",C02,C21,C01,C09,C05,,,,,,,,,,,,,,,,,,,,
7482,"000303-00-0656,10011,001,1)",C18,C03,,,,,,,,,,,,,,,,,,,,,,,
7483,"000303-00-0659,10008,001,1)",C21,C01,C02,C12,,,,,,,,,,,,,,,,,,,,,
7484,"000303-00-0660,10020,001,1)",C02,C21,C01,C16,C24,C03,C09,C10,C04,C19,C18,C20,,,,,,,,,,,,,
7485,"000303-00-0662,10000,001,1)",C03,C21,C20,C16,C18,,,,,,,,,,,,,,,,,,,,
7486,"000303-00-0665,10002,001,1)",C03,C23,C21,C19,C18,C04,C22,,,,,,,,,,,,,,,,,,
7487,"000303-00-0666,10006,001,1)",C01,C16,C18,C02,C17,C21,C20,C03,C05,C10,C06,C15,,,,,,,,,,,,,
7488,"000303-00-0668,10001,001,1)",C16,C03,C15,C20,C04,C01,C06,C18,C07,C19,C10,C17,C25,C12,C08,C21,C14,C23,C22,,,,,,
7489,"000303-00-0670,10003,001,1)",C05,,,,,,,,,,,,,,,,,,,,,,,,
7490,"000303-00-0672,10004,001,1)",C16,C10,C18,C17,C08,,,,,,,,,,,,,,,,,,,,
7491,"000303-00-0674,10006,001,1)",C18,C17,C03,C10,C21,,,,,,,,,,,,,,,,,,,,
7492,"000303-00-0676,10007,001,1)",C01,C09,C16,C18,,,,,,,,,,,,,,,,,,,,,
7493,"000303-00-0678,10008,001,1)",C12,C21,C16,C09,,,,,,,,,,,,,,,,,,,,,
7494,"000303-00-0680,10012,001,1)",C18,C16,C21,C03,C20,C01,C09,C17,C05,C24,C15,C19,C22,C10,C13,C11,C08,C14,C23,C25,C02,C04,C06,C07,C12
7495,"000303-00-0682,10009,001,1)",C02,C01,C21,C23,C03,C05,,,,,,,,,,,,,,,,,,,
7496,"000303-00-0684,10010,001,1)",C21,,,,,,,,,,,,,,,,,,,,,,,,
7497,"000303-00-0686,10005,001,1)",C02,C04,C21,C10,C13,C16,C03,C06,C19,C08,C12,C07,C18,C23,C15,C01,C20,C05,C17,C09,C22,C14,C24,C11,C25
7498,"000303-00-0687,10011,001,1)",C17,C21,C02,C09,C19,C03,C05,,,,,,,,,,,,,,,,,,
7499,"000303-00-0690,10013,001,1)",C16,C18,C01,C08,,,,,,,,,,,,,,,,,,,,,
7500,"000303-00-0692,10014,001,1)",C01,C16,C18,C21,,,,,,,,,,,,,,,,,,,,,
7501,"000303-00-0695,10016,001,1)",C18,C01,C20,C21,C16,,,,,,,,,,,,,,,,,,,,
7502,"000303-00-0697,10012,001,1)",C16,,,,,,,,,,,,,,,,,,,,,,,,
7503,"000303-00-0699,10019,001,1)",C05,C02,C23,C09,,,,,,,,,,,,,,,,,,,,,
7504,"000303-00-0701,10015,001,1)",C01,C24,,,,,,,,,,,,,,,,,,,,,,,
7505,"000303-00-0702,10018,001,1)",C16,C18,C01,,,,,,,,,,,,,,,,,,,,,,
7506,"000303-00-0704,10021,001,1)",C21,C01,C16,C18,C03,C20,C17,,,,,,,,,,,,,,,,,,
7507,"000303-00-0705,10023,001,1)",C08,C17,C25,C01,C03,C13,,,,,,,,,,,,,,,,,,,
7508,"000303-00-0707,10004,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
7509,"000303-00-0709,10000,001,1)",C21,C03,C18,C20,,,,,,,,,,,,,,,,,,,,,
7510,"000303-00-0710,10001,001,1)",C18,C25,C03,C21,C17,C20,C10,C01,C09,,,,,,,,,,,,,,,,
7511,"000303-00-0712,10002,001,1)",C01,C18,,,,,,,,,,,,,,,,,,,,,,,
7512,"000303-00-0714,10007,001,1)",C21,C09,C02,C03,C05,C08,C18,C11,C17,C01,C25,C04,,,,,,,,,,,,,
7513,"000303-00-0716,10005,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
7514,"000303-00-0718,10024,001,1)",C02,C04,C13,C21,C16,C10,C03,C06,C19,C08,C12,C07,C18,C23,C15,C01,C09,C20,C05,C17,C22,C24,C14,C11,C25
7515,"000303-00-0720,10006,001,1)",C11,C21,C09,C02,C03,C05,C08,C18,C17,C24,,,,,,,,,,,,,,,
7516,"000303-00-0722,10008,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
7517,"000303-00-0724,10009,001,1)",C09,C02,C21,C17,C16,C18,C20,C03,C05,C08,C06,C07,C04,C01,C25,C24,C23,C22,C19,C15,C10,C11,C12,C13,C14
7518,"000303-00-0727,10011,001,1)",C19,C03,C16,C05,C09,,,,,,,,,,,,,,,,,,,,
7519,"000303-00-0729,10013,001,1)",C21,C02,C01,C04,,,,,,,,,,,,,,,,,,,,,
7520,"000303-00-0730,10014,001,1)",C10,C18,C20,C21,C03,,,,,,,,,,,,,,,,,,,,
7521,"000303-00-0733,10012,001,1)",C21,C05,C04,C02,C23,C01,C09,,,,,,,,,,,,,,,,,,
7522,"000303-00-0735,10019,001,1)",C19,C09,C10,C21,C01,C03,C04,C02,C23,,,,,,,,,,,,,,,,
7523,"000303-00-0736,10021,001,1)",C24,C09,C11,C23,C12,C13,C14,C15,C16,C06,,,,,,,,,,,,,,,
7524,"000303-00-0739,10017,001,1)",C21,C18,C24,C20,C01,,,,,,,,,,,,,,,,,,,,
7525,"000303-00-0741,10020,001,1)",C10,C18,C19,C21,C02,C04,C03,C09,,,,,,,,,,,,,,,,,
7526,"000303-00-0743,10018,001,1)",C16,C22,C12,C20,C21,C03,C05,C18,C19,C23,C24,C25,C01,C02,C04,C06,C07,C08,C09,C10,C11,C13,C14,C15,C17
7527,"000303-00-0744,10023,001,1)",C23,C18,C25,C04,C12,C24,,,,,,,,,,,,,,,,,,,
7528,"000303-00-0746,10000,001,1)",C10,C03,C01,C16,C18,,,,,,,,,,,,,,,,,,,,
7529,"000303-00-0748,10022,001,1)",C01,C21,C10,C17,C03,C18,C02,C09,C25,,,,,,,,,,,,,,,,
7530,"000303-00-0750,10001,001,1)",C02,C12,C16,C18,,,,,,,,,,,,,,,,,,,,,
7531,"000303-00-0751,10002,001,1)",C16,C12,C03,C18,C05,C21,C01,C02,,,,,,,,,,,,,,,,,
7532,"000303-00-0753,10003,001,1)",C02,C03,C21,C18,C16,,,,,,,,,,,,,,,,,,,,
7533,"000303-00-0756,10004,001,1)",C03,C21,C18,C16,C06,,,,,,,,,,,,,,,,,,,,
7534,"000303-00-0757,10009,001,1)",C01,,,,,,,,,,,,,,,,,,,,,,,,
7535,"000303-00-0761,10005,001,1)",C01,C09,C03,C21,C05,C11,C20,,,,,,,,,,,,,,,,,,
7536,"000303-00-0763,10010,001,1)",C01,C22,,,,,,,,,,,,,,,,,,,,,,,
7537,"000303-00-0764,10007,001,1)",C01,C02,C09,,,,,,,,,,,,,,,,,,,,,,
7538,"000303-00-0766,10012,001,1)",C09,C03,,,,,,,,,,,,,,,,,,,,,,,
7539,"000303-00-0767,10014,001,1)",C02,C22,C14,,,,,,,,,,,,,,,,,,,,,,
7540,"000303-00-0769,10015,001,1)",C21,C09,C18,C22,C01,,,,,,,,,,,,,,,,,,,,
7541,"000303-00-0771,10017,001,1)",C24,C21,C02,,,,,,,,,,,,,,,,,,,,,,
7542,"000303-00-0774,10011,001,1)",C01,C02,C15,,,,,,,,,,,,,,,,,,,,,,
7543,"000303-00-0775,10016,001,1)",C21,C17,C02,C09,C19,C04,C23,,,,,,,,,,,,,,,,,,
7544,"000303-00-0778,10013,001,1)",C01,C02,C15,,,,,,,,,,,,,,,,,,,,,,
7545,"000303-00-0781,10006,001,1)",C08,C16,C18,C20,C21,C03,C05,,,,,,,,,,,,,,,,,,
7546,"000303-00-0782,10019,001,1)",C18,C01,C03,C12,,,,,,,,,,,,,,,,,,,,,
7547,"000303-00-0783,10020,001,1)",C21,C23,C10,C17,C03,C18,,,,,,,,,,,,,,,,,,,
7548,"000303-00-0786,10022,001,1)",C16,C18,,,,,,,,,,,,,,,,,,,,,,,
7549,"000303-00-0788,10021,001,1)",C16,C18,,,,,,,,,,,,,,,,,,,,,,,
7550,"000303-00-0790,10023,001,1)",C21,C02,C09,C10,C01,,,,,,,,,,,,,,,,,,,,
7551,"000303-00-0792,10000,001,1)",C16,C01,C03,C19,C18,,,,,,,,,,,,,,,,,,,,
